ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST
10006,06A,10056,A43
10011,1G4,10661,BLD
10014,A01,11630,FAI
10017,A04,10056,A43
10033,A20,10299,ANC
10033,A20,14709,SCC
10040,A27,11630,FAI
10042,A29,10056,A43
10056,A43,10006,06A
10056,A43,10042,A29
10056,A43,10056,A43
10056,A43,10083,A70
10056,A43,10278,ALZ
10056,A43,10324,AOS
10056,A43,10324,AOS
10056,A43,10556,BFB
10056,A43,11299,DGB
10056,A43,12705,KKB
10056,A43,12705,KKB
10056,A43,12721,KLN
10056,A43,12743,KMY
10056,A43,12771,KOY
10056,A43,12771,KOY
10056,A43,12782,KPR
10056,A43,12785,KPY
10056,A43,12854,KWP
10056,A43,12869,KZB
10056,A43,12869,KZB
10056,A43,15091,SYB
10056,A43,15091,SYB
10056,A43,15446,UGI
10056,A43,15836,WQX
10061,A48,10056,A43
10063,A50,10056,A43
10088,A75,10056,A43
10135,ABE,10397,ATL
10135,ABE,10693,BNA
10135,ABE,10821,BWI
10135,ABE,11057,CLT
10135,ABE,11193,CVG
10135,ABE,11292,DEN
10135,ABE,11295,DET
10135,ABE,11433,DTW
10135,ABE,11697,FLL
10135,ABE,12324,ILN
10135,ABE,12339,IND
10135,ABE,12932,LEB
10135,ABE,13244,MEM
10135,ABE,13360,MLB
10135,ABE,13577,MYR
10135,ABE,13731,NPT
10135,ABE,13796,OAK
10135,ABE,13930,ORD
10135,ABE,14082,PGD
10135,ABE,14112,PIE
10135,ABE,14691,SBD
10135,ABE,14761,SFB
10135,ABE,14986,SRQ
10136,ABI,10185,AEX
10136,ABI,11298,DFW
10136,ABI,12896,LBB
10136,ABI,14794,SGU
10139,ABL,12268,IAN
10139,ABL,13806,OBU
10139,ABL,13970,OTZ
10139,ABL,13970,OTZ
10139,ABL,13970,OTZ
10139,ABL,14485,RDB
10139,ABL,14804,SHG
10139,ABL,15785,WLK
10140,ABQ,10194,AFW
10140,ABQ,10397,ATL
10140,ABQ,10397,ATL
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10423,AUS
10140,ABQ,10529,BDL
10140,ABQ,10599,BHM
10140,ABQ,10693,BNA
10140,ABQ,10713,BOI
10140,ABQ,10721,BOS
10140,ABQ,10800,BUR
10140,ABQ,10821,BWI
10140,ABQ,11042,CLE
10140,ABQ,11085,CNM
10140,ABQ,11085,CNM
10140,ABQ,11109,COS
10140,ABQ,11259,DAL
10140,ABQ,11278,DCA
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11292,DEN
10140,ABQ,11298,DFW
10140,ABQ,11298,DFW
10140,ABQ,11413,DRO
10140,ABQ,11423,DSM
10140,ABQ,11433,DTW
10140,ABQ,11540,ELP
10140,ABQ,11540,ELP
10140,ABQ,11603,EUG
10140,ABQ,11638,FAT
10140,ABQ,11638,FAT
10140,ABQ,11697,FLL
10140,ABQ,11711,FMN
10140,ABQ,11884,GEG
10140,ABQ,11986,GRR
10140,ABQ,12018,GUP
10140,ABQ,12191,HOU
10140,ABQ,12266,IAH
10140,ABQ,12266,IAH
10140,ABQ,12266,IAH
10140,ABQ,12339,IND
10140,ABQ,12448,JAN
10140,ABQ,12889,LAS
10140,ABQ,12889,LAS
10140,ABQ,12889,LAS
10140,ABQ,12892,LAX
10140,ABQ,12892,LAX
10140,ABQ,12896,LBB
10140,ABQ,12896,LBB
10140,ABQ,12953,LGA
10140,ABQ,12954,LGB
10140,ABQ,12965,LGU
10140,ABQ,12992,LIT
10140,ABQ,13072,LRU
10140,ABQ,13198,MCI
10140,ABQ,13204,MCO
10140,ABQ,13232,MDW
10140,ABQ,13244,MEM
10140,ABQ,13342,MKE
10140,ABQ,13487,MSP
10140,ABQ,13495,MSY
10140,ABQ,13577,MYR
10140,ABQ,13796,OAK
10140,ABQ,13891,ONT
10140,ABQ,13891,ONT
10140,ABQ,13930,ORD
10140,ABQ,13930,ORD
10140,ABQ,13930,ORD
10140,ABQ,13930,ORD
10140,ABQ,14057,PDX
10140,ABQ,14057,PDX
10140,ABQ,14107,PHX
10140,ABQ,14107,PHX
10140,ABQ,14107,PHX
10140,ABQ,14107,PHX
10140,ABQ,14107,PHX
10140,ABQ,14122,PIT
10140,ABQ,14492,RDU
10140,ABQ,14570,RNO
10140,ABQ,14635,RSW
10140,ABQ,14679,SAN
10140,ABQ,14683,SAT
10140,ABQ,14683,SAT
10140,ABQ,14689,SBA
10140,ABQ,14691,SBD
10140,ABQ,14730,SDF
10140,ABQ,14730,SDF
10140,ABQ,14747,SEA
10140,ABQ,14747,SEA
10140,ABQ,14747,SEA
10140,ABQ,14771,SFO
10140,ABQ,14771,SFO
10140,ABQ,14771,SFO
10140,ABQ,14831,SJC
10140,ABQ,14869,SLC
10140,ABQ,14869,SLC
10140,ABQ,14869,SLC
10140,ABQ,14893,SMF
10140,ABQ,14908,SNA
10140,ABQ,14986,SRQ
10140,ABQ,15016,STL
10140,ABQ,15051,SVC
10140,ABQ,15260,TMB
10140,ABQ,15304,TPA
10140,ABQ,16879,T4X
10141,ABR,11775,FSD
10141,ABR,13487,MSP
10146,ABY,10140,ABQ
10146,ABY,10397,ATL
10146,ABY,10397,ATL
10146,ABY,10397,ATL
10146,ABY,10868,CAE
10146,ABY,12197,HPN
10146,ABY,12451,JAX
10146,ABY,13495,MSY
10146,ABY,14712,SCF
10146,ABY,14730,SDF
10154,ACK,10257,ALB
10154,ACK,10504,BBX
10154,ACK,10535,BDR
10154,ACK,10535,BDR
10154,ACK,10540,BED
10154,ACK,10721,BOS
10154,ACK,10721,BOS
10154,ACK,11615,EWB
10154,ACK,12197,HPN
10154,ACK,12197,HPN
10154,ACK,12250,HYA
10154,ACK,12250,HYA
10154,ACK,12478,JFK
10154,ACK,12478,JFK
10154,ACK,12953,LGA
10154,ACK,13541,MVY
10154,ACK,13851,OKC
10154,ACK,13987,OXC
10154,ACK,14212,POU
10154,ACK,14307,PVD
10154,ACK,15167,TEB
10155,ACT,11027,CKB
10155,ACT,11298,DFW
10155,ACT,11775,FSD
10155,ACT,13290,MHK
10155,ACT,13485,MSN
10155,ACT,14570,RNO
10155,ACT,15074,SWO
10157,ACV,10800,BUR
10157,ACV,11292,DEN
10157,ACV,12889,LAS
10157,ACV,12892,LAX
10157,ACV,14771,SFO
10157,ACV,14893,SMF
10157,ACV,15458,UKI
10158,ACY,10693,BNA
10158,ACY,10721,BOS
10158,ACY,10868,CAE
10158,ACY,10874,CAK
10158,ACY,10980,CHA
10158,ACY,11193,CVG
10158,ACY,11267,DAY
10158,ACY,11433,DTW
10158,ACY,11641,FAY
10158,ACY,11697,FLL
10158,ACY,11823,FWA
10158,ACY,12244,HVN
10158,ACY,12323,ILM
10158,ACY,12391,ISP
10158,ACY,12451,JAX
10158,ACY,12478,JFK
10158,ACY,12544,USA
10158,ACY,12898,LBE
10158,ACY,12992,LIT
10158,ACY,13203,MCN
10158,ACY,13204,MCO
10158,ACY,13577,MYR
10158,ACY,13577,MYR
10158,ACY,13795,OAJ
10158,ACY,14027,PBI
10158,ACY,14122,PIT
10158,ACY,14492,RDU
10158,ACY,14524,RIC
10158,ACY,14574,ROA
10158,ACY,14635,RSW
10158,ACY,15304,TPA
10158,ACY,15412,TYS
10165,ADK,10299,ANC
10170,ADQ,10170,ADQ
10170,ADQ,10243,AKK
10170,ADQ,10243,AKK
10170,ADQ,10299,ANC
10170,ADQ,10299,ANC
10170,ADQ,10299,ANC
10170,ADQ,10299,ANC
10170,ADQ,11299,DGB
10170,ADQ,11336,DLG
10170,ADQ,12184,HOM
10170,ADQ,12721,KLN
10170,ADQ,12721,KLN
10170,ADQ,12772,KOZ
10170,ADQ,12772,KOZ
10170,ADQ,12866,KYK
10170,ADQ,12866,KYK
10170,ADQ,13863,OLH
10170,ADQ,13863,OLH
10170,ADQ,13934,ORI
10170,ADQ,13934,ORI
10170,ADQ,14855,SKJ
10171,ADS,10198,AGC
10171,ADS,11413,DRO
10171,ADS,12889,LAS
10171,ADS,15167,TEB
10184,AET,11630,FAI
10184,AET,11630,FAI
10184,AET,12235,HUS
10185,AEX,10136,ABI
10185,AEX,10397,ATL
10185,AEX,10529,BDL
10185,AEX,10821,BWI
10185,AEX,11150,CSG
10185,AEX,11298,DFW
10185,AEX,11618,EWR
10185,AEX,11986,GRR
10185,AEX,12206,HRL
10185,AEX,12266,IAH
10185,AEX,12448,JAN
10185,AEX,13232,MDW
10185,AEX,13487,MSP
10185,AEX,13543,MWA
10185,AEX,13930,ORD
10185,AEX,14679,SAN
10185,AEX,14683,SAT
10185,AEX,15376,TUS
10185,AEX,15570,VCV
10185,AEX,16218,YUM
10194,AFW,10194,AFW
10194,AFW,10423,AUS
10194,AFW,10423,AUS
10194,AFW,10529,BDL
10194,AFW,10529,BDL
10194,AFW,10693,BNA
10194,AFW,10821,BWI
10194,AFW,10821,BWI
10194,AFW,11057,CLT
10194,AFW,11193,CVG
10194,AFW,11193,CVG
10194,AFW,11292,DEN
10194,AFW,11292,DEN
10194,AFW,11540,ELP
10194,AFW,11540,ELP
10194,AFW,11618,EWR
10194,AFW,11697,FLL
10194,AFW,11726,FOE
10194,AFW,12173,HNL
10194,AFW,12206,HRL
10194,AFW,12266,IAH
10194,AFW,12478,JFK
10194,AFW,12882,LAL
10194,AFW,12882,LAL
10194,AFW,12889,LAS
10194,AFW,12892,LAX
10194,AFW,12896,LBB
10194,AFW,12896,LBB
10194,AFW,13061,LRD
10194,AFW,13061,LRD
10194,AFW,13158,MAF
10194,AFW,13198,MCI
10194,AFW,13244,MEM
10194,AFW,13256,MFE
10194,AFW,13296,MHT
10194,AFW,13296,MHT
10194,AFW,13342,MKE
10194,AFW,13487,MSP
10194,AFW,13487,MSP
10194,AFW,13796,OAK
10194,AFW,13891,ONT
10194,AFW,13891,ONT
10194,AFW,13930,ORD
10194,AFW,14057,PDX
10194,AFW,14057,PDX
10194,AFW,14107,PHX
10194,AFW,14107,PHX
10194,AFW,14107,PHX
10194,AFW,14122,PIT
10194,AFW,14512,RFD
10194,AFW,14512,RFD
10194,AFW,14524,RIC
10194,AFW,14679,SAN
10194,AFW,14683,SAT
10194,AFW,14683,SAT
10194,AFW,14747,SEA
10194,AFW,14814,SHV
10194,AFW,14831,SJC
10194,AFW,14869,SLC
10194,AFW,14893,SMF
10194,AFW,14893,SMF
10194,AFW,15016,STL
10194,AFW,15295,TOL
10194,AFW,15370,TUL
10198,AGC,11122,CPR
10198,AGC,13418,MNZ
10204,AGN,12523,JNU
10204,AGN,12523,JNU
10204,AGN,15231,TKE
10208,AGS,10397,ATL
10208,AGS,10397,ATL
10208,AGS,10423,AUS
10208,AGS,11057,CLT
10208,AGS,11057,CLT
10208,AGS,11278,DCA
10208,AGS,11298,DFW
10208,AGS,11973,GPT
10208,AGS,15030,SUA
10216,AHN,11111,COU
10216,AHN,11995,GSO
10216,AHN,12323,ILM
10216,AHN,12574,TN8
10216,AHN,15374,TUP
10216,AHN,15374,TUP
10216,AHN,15412,TYS
10221,AIA,11292,DEN
10225,AIN,10396,ATK
10225,AIN,10396,ATK
10225,AIN,10754,BRW
10225,AIN,10754,BRW
10225,AIN,13970,OTZ
10225,AIN,14804,SHG
10237,AKB,11445,DUT
10241,AKI,10304,ANI
10241,AKI,10405,ATT
10241,AKI,10551,BET
10241,AKI,10551,BET
10241,AKI,10551,BET
10241,AKI,12709,KKI
10241,AKI,12709,KKI
10241,AKI,12719,KLG
10241,AKI,12855,KWT
10241,AKI,12855,KWT
10241,AKI,14627,RSH
10241,AKI,15257,TLT
10241,AKI,15257,TLT
10243,AKK,10170,ADQ
10243,AKK,10170,ADQ
10243,AKK,10299,ANC
10243,AKK,11555,ENA
10243,AKK,12721,KLN
10245,AKN,10299,ANC
10245,AKN,10299,ANC
10245,AKN,10299,ANC
10245,AKN,10299,ANC
10245,AKN,10299,ANC
10245,AKN,10299,ANC
10245,AKN,11336,DLG
10245,AKN,11336,DLG
10245,AKN,11336,DLG
10245,AKN,11511,EGX
10245,AKN,11511,EGX
10245,AKN,12294,IGG
10245,AKN,12321,ILI
10245,AKN,12635,KCG
10245,AKN,12638,KCL
10245,AKN,12641,KCQ
10245,AKN,12720,KLL
10245,AKN,12748,KNK
10245,AKN,12784,KPV
10245,AKN,14119,PIP
10245,AKN,14273,PTH
10245,AKN,15448,UGS
10245,AKN,15853,WSN
10247,AKP,10396,ATK
10247,AKP,11630,FAI
10247,AKP,11630,FAI
10247,AKP,13767,NUI
10257,ALB,10140,ABQ
10257,ALB,10154,ACK
10257,ALB,10257,ALB
10257,ALB,10397,ATL
10257,ALB,10397,ATL
10257,ALB,10423,AUS
10257,ALB,10693,BNA
10257,ALB,10693,BNA
10257,ALB,10785,BTV
10257,ALB,10792,BUF
10257,ALB,10821,BWI
10257,ALB,11057,CLT
10257,ALB,11109,COS
10257,ALB,11259,DAL
10257,ALB,11278,DCA
10257,ALB,11278,DCA
10257,ALB,11292,DEN
10257,ALB,11298,DFW
10257,ALB,11433,DTW
10257,ALB,11433,DTW
10257,ALB,11433,DTW
10257,ALB,11540,ELP
10257,ALB,11618,EWR
10257,ALB,11618,EWR
10257,ALB,11618,EWR
10257,ALB,11618,EWR
10257,ALB,11697,FLL
10257,ALB,11697,FLL
10257,ALB,11986,GRR
10257,ALB,12197,HPN
10257,ALB,12222,HTO
10257,ALB,12264,IAD
10257,ALB,12266,IAH
10257,ALB,12889,LAS
10257,ALB,12892,LAX
10257,ALB,12945,LEX
10257,ALB,12953,LGA
10257,ALB,12953,LGA
10257,ALB,13204,MCO
10257,ALB,13204,MCO
10257,ALB,13232,MDW
10257,ALB,13244,MEM
10257,ALB,13244,MEM
10257,ALB,13296,MHT
10257,ALB,13303,MIA
10257,ALB,13342,MKE
10257,ALB,13487,MSP
10257,ALB,13495,MSY
10257,ALB,13541,MVY
10257,ALB,13577,MYR
10257,ALB,13577,MYR
10257,ALB,13851,OKC
10257,ALB,13930,ORD
10257,ALB,13930,ORD
10257,ALB,13930,ORD
10257,ALB,13930,ORD
10257,ALB,13930,ORD
10257,ALB,13930,ORD
10257,ALB,13931,ORF
10257,ALB,13936,ORL
10257,ALB,14082,PGD
10257,ALB,14098,PHF
10257,ALB,14100,PHL
10257,ALB,14100,PHL
10257,ALB,14107,PHX
10257,ALB,14112,PIE
10257,ALB,14321,PWM
10257,ALB,14492,RDU
10257,ALB,14679,SAN
10257,ALB,14683,SAT
10257,ALB,14730,SDF
10257,ALB,14730,SDF
10257,ALB,14761,SFB
10257,ALB,14831,SJC
10257,ALB,14893,SMF
10257,ALB,14986,SRQ
10257,ALB,15096,SYR
10257,ALB,15304,TPA
10257,ALB,15618,VNY
10257,ALB,16832,NYS
10268,ALO,11259,DAL
10268,ALO,11637,FAR
10268,ALO,11637,FAR
10268,ALO,11884,GEG
10268,ALO,13198,MCI
10268,ALO,13930,ORD
10268,ALO,14783,SGF
10268,ALO,15304,TPA
10272,ALS,11292,DEN
10275,ALW,14747,SEA
10279,AMA,10423,AUS
10279,AMA,10599,BHM
10279,AMA,10693,BNA
10279,AMA,10800,BUR
10279,AMA,11140,CRP
10279,AMA,11259,DAL
10279,AMA,11292,DEN
10279,AMA,11292,DEN
10279,AMA,11298,DFW
10279,AMA,11298,DFW
10279,AMA,11298,DFW
10279,AMA,12191,HOU
10279,AMA,12266,IAH
10279,AMA,12266,IAH
10279,AMA,12889,LAS
10279,AMA,13204,MCO
10279,AMA,13232,MDW
10279,AMA,13303,MIA
10279,AMA,13796,OAK
10279,AMA,13871,OMA
10279,AMA,14057,PDX
10279,AMA,14683,SAT
10279,AMA,14831,SJC
10298,ANB,11150,CSG
10298,ANB,11267,DAY
10298,ANB,12917,LCK
10298,ANB,13061,LRD
10298,ANB,13061,LRD
10298,ANB,13121,LWB
10298,ANB,13461,MQY
10298,ANB,16091,YIP
10298,ANB,16091,YIP
10298,ANB,16091,YIP
10299,ANC,10033,A20
10299,ANC,10165,ADK
10299,ANC,10170,ADQ
10299,ANC,10170,ADQ
10299,ANC,10170,ADQ
10299,ANC,10170,ADQ
10299,ANC,10170,ADQ
10299,ANC,10170,ADQ
10299,ANC,10237,AKB
10299,ANC,10243,AKK
10299,ANC,10245,AKN
10299,ANC,10245,AKN
10299,ANC,10245,AKN
10299,ANC,10245,AKN
10299,ANC,10245,AKN
10299,ANC,10245,AKN
10299,ANC,10247,AKP
10299,ANC,10299,ANC
10299,ANC,10299,ANC
10299,ANC,10299,ANC
10299,ANC,10299,ANC
10299,ANC,10299,ANC
10299,ANC,10299,ANC
10299,ANC,10299,ANC
10299,ANC,10299,ANC
10299,ANC,10299,ANC
10299,ANC,10299,ANC
10299,ANC,10299,ANC
10299,ANC,10299,ANC
10299,ANC,10304,ANI
10299,ANC,10304,ANI
10299,ANC,10304,ANI
10299,ANC,10304,ANI
10299,ANC,10304,ANI
10299,ANC,10551,BET
10299,ANC,10551,BET
10299,ANC,10551,BET
10299,ANC,10551,BET
10299,ANC,10551,BET
10299,ANC,10551,BET
10299,ANC,10551,BET
10299,ANC,10693,BNA
10299,ANC,10754,BRW
10299,ANC,10754,BRW
10299,ANC,10754,BRW
10299,ANC,10754,BRW
10299,ANC,10821,BWI
10299,ANC,10917,CDB
10299,ANC,10917,CDB
10299,ANC,10917,CDB
10299,ANC,10926,CDV
10299,ANC,10926,CDV
10299,ANC,10926,CDV
10299,ANC,10926,CDV
10299,ANC,10994,CHS
10299,ANC,11193,CVG
10299,ANC,11193,CVG
10299,ANC,11193,CVG
10299,ANC,11193,CVG
10299,ANC,11292,DEN
10299,ANC,11292,DEN
10299,ANC,11298,DFW
10299,ANC,11298,DFW
10299,ANC,11336,DLG
10299,ANC,11336,DLG
10299,ANC,11336,DLG
10299,ANC,11336,DLG
10299,ANC,11336,DLG
10299,ANC,11336,DLG
10299,ANC,11445,DUT
10299,ANC,11445,DUT
10299,ANC,11445,DUT
10299,ANC,11445,DUT
10299,ANC,11550,EMK
10299,ANC,11555,ENA
10299,ANC,11555,ENA
10299,ANC,11555,ENA
10299,ANC,11555,ENA
10299,ANC,11618,EWR
10299,ANC,11630,FAI
10299,ANC,11630,FAI
10299,ANC,11630,FAI
10299,ANC,11630,FAI
10299,ANC,11630,FAI
10299,ANC,11630,FAI
10299,ANC,11630,FAI
10299,ANC,11844,GAL
10299,ANC,11884,GEG
10299,ANC,11924,GKN
10299,ANC,12016,GUM
10299,ANC,12173,HNL
10299,ANC,12184,HOM
10299,ANC,12184,HOM
10299,ANC,12184,HOM
10299,ANC,12184,HOM
10299,ANC,12217,HSV
10299,ANC,12217,HSV
10299,ANC,12266,IAH
10299,ANC,12321,ILI
10299,ANC,12321,ILI
10299,ANC,12321,ILI
10299,ANC,12339,IND
10299,ANC,12478,JFK
10299,ANC,12478,JFK
10299,ANC,12478,JFK
10299,ANC,12478,JFK
10299,ANC,12478,JFK
10299,ANC,12523,JNU
10299,ANC,12523,JNU
10299,ANC,12523,JNU
10299,ANC,12719,KLG
10299,ANC,12748,KNK
10299,ANC,12758,KOA
10299,ANC,12807,KSM
10299,ANC,12807,KSM
10299,ANC,12819,KTN
10299,ANC,12819,KTN
10299,ANC,12819,KTN
10299,ANC,12889,LAS
10299,ANC,12892,LAX
10299,ANC,12892,LAX
10299,ANC,12892,LAX
10299,ANC,12892,LAX
10299,ANC,12892,LAX
10299,ANC,12892,LAX
10299,ANC,12892,LAX
10299,ANC,12892,LAX
10299,ANC,12892,LAX
10299,ANC,13196,MCG
10299,ANC,13196,MCG
10299,ANC,13196,MCG
10299,ANC,13244,MEM
10299,ANC,13303,MIA
10299,ANC,13303,MIA
10299,ANC,13303,MIA
10299,ANC,13487,MSP
10299,ANC,13629,NCN
10299,ANC,13715,NNL
10299,ANC,13796,OAK
10299,ANC,13830,OGG
10299,ANC,13873,OME
10299,ANC,13873,OME
10299,ANC,13873,OME
10299,ANC,13873,OME
10299,ANC,13873,OME
10299,ANC,13873,OME
10299,ANC,13873,OME
10299,ANC,13891,ONT
10299,ANC,13930,ORD
10299,ANC,13930,ORD
10299,ANC,13930,ORD
10299,ANC,13930,ORD
10299,ANC,13930,ORD
10299,ANC,13970,OTZ
10299,ANC,13970,OTZ
10299,ANC,13970,OTZ
10299,ANC,13970,OTZ
10299,ANC,13970,OTZ
10299,ANC,13970,OTZ
10299,ANC,13970,OTZ
10299,ANC,13970,OTZ
10299,ANC,13970,OTZ
10299,ANC,14004,PAE
10299,ANC,14057,PDX
10299,ANC,14057,PDX
10299,ANC,14057,PDX
10299,ANC,14102,PHO
10299,ANC,14107,PHX
10299,ANC,14218,PPC
10299,ANC,14256,PSG
10299,ANC,14256,PSG
10299,ANC,14485,RDB
10299,ANC,14485,RDB
10299,ANC,14485,RDB
10299,ANC,14512,RFD
10299,ANC,14635,RSW
10299,ANC,14709,SCC
10299,ANC,14709,SCC
10299,ANC,14709,SCC
10299,ANC,14709,SCC
10299,ANC,14709,SCC
10299,ANC,14709,SCC
10299,ANC,14709,SCC
10299,ANC,14730,SDF
10299,ANC,14738,SDP
10299,ANC,14738,SDP
10299,ANC,14738,SDP
10299,ANC,14747,SEA
10299,ANC,14747,SEA
10299,ANC,14747,SEA
10299,ANC,14747,SEA
10299,ANC,14828,SIT
10299,ANC,14828,SIT
10299,ANC,14828,SIT
10299,ANC,14919,SNP
10299,ANC,14919,SNP
10299,ANC,15012,STG
10299,ANC,15171,TEK
10299,ANC,15293,TOG
10299,ANC,15478,UNK
10299,ANC,15478,UNK
10299,ANC,15478,UNK
10299,ANC,15579,VDZ
10299,ANC,15579,VDZ
10299,ANC,15841,WRG
10299,ANC,15841,WRG
10299,ANC,15991,YAK
10299,ANC,15991,YAK
10299,ANC,15991,YAK
10299,ANC,16390,BVU
10304,ANI,10241,AKI
10304,ANI,10299,ANC
10304,ANI,10299,ANC
10304,ANI,10299,ANC
10304,ANI,10299,ANC
10304,ANI,10299,ANC
10304,ANI,10304,ANI
10304,ANI,10313,ANV
10304,ANI,10551,BET
10304,ANI,10551,BET
10304,ANI,10551,BET
10304,ANI,10996,CHU
10304,ANI,11028,CKD
10304,ANI,12087,HCR
10304,ANI,12676,KGX
10304,ANI,12709,KKI
10304,ANI,12719,KLG
10304,ANI,12719,KLG
10304,ANI,12719,KLG
10304,ANI,14493,RDV
10304,ANI,14627,RSH
10304,ANI,14627,RSH
10304,ANI,14627,RSH
10304,ANI,14816,SHX
10304,ANI,14880,SLQ
10304,ANI,14987,SRV
10304,ANI,14987,SRV
10304,ANI,15257,TLT
10309,ANP,16571,1NY
10313,ANV,10304,ANI
10313,ANV,10551,BET
10313,ANV,12676,KGX
10322,AOO,12197,HPN
10322,AOO,14100,PHL
10322,AOO,14802,SHD
10324,AOS,10056,A43
10324,AOS,10056,A43
10325,APA,13105,LUK
10327,APC,10140,ABQ
10327,APC,11292,DEN
10327,APC,12127,HHR
10327,APC,12758,KOA
10327,APC,14679,SAN
10329,APF,10849,BZN
10329,APF,11042,CLE
10329,APF,13898,OPF
10329,APF,13936,ORL
10329,APF,14027,PBI
10329,APF,14113,PIH
10329,APF,14492,RDU
10333,APN,11433,DTW
10333,APN,11721,FNT
10349,ARC,11630,FAI
10349,ARC,11630,FAI
10349,ARC,11630,FAI
10349,ARC,11630,FAI
10349,ARC,11833,FYU
10349,ARC,15581,VEE
10349,ARC,15725,WBQ
10361,ART,14100,PHL
10372,ASE,10519,BCT
10372,ASE,11292,DEN
10372,ASE,11298,DFW
10372,ASE,12892,LAX
10372,ASE,13930,ORD
10396,ATK,10225,AIN
10396,ATK,10225,AIN
10396,ATK,10247,AKP
10396,ATK,10754,BRW
10396,ATK,10754,BRW
10396,ATK,10775,BTI
10396,ATK,13767,NUI
10396,ATK,14102,PHO
10396,ATK,14125,PIZ
10396,ATK,14709,SCC
10397,ATL,10135,ABE
10397,ATL,10140,ABQ
10397,ATL,10140,ABQ
10397,ATL,10146,ABY
10397,ATL,10146,ABY
10397,ATL,10185,AEX
10397,ATL,10194,AFW
10397,ATL,10208,AGS
10397,ATL,10208,AGS
10397,ATL,10257,ALB
10397,ATL,10257,ALB
10397,ATL,10279,AMA
10397,ATL,10299,ANC
10397,ATL,10408,ATW
10397,ATL,10423,AUS
10397,ATL,10423,AUS
10397,ATL,10431,AVL
10397,ATL,10529,BDL
10397,ATL,10529,BDL
10397,ATL,10599,BHM
10397,ATL,10599,BHM
10397,ATL,10685,BMI
10397,ATL,10685,BMI
10397,ATL,10693,BNA
10397,ATL,10693,BNA
10397,ATL,10713,BOI
10397,ATL,10713,BOI
10397,ATL,10721,BOS
10397,ATL,10721,BOS
10397,ATL,10721,BOS
10397,ATL,10721,BOS
10397,ATL,10731,BQK
10397,ATL,10731,BQK
10397,ATL,10781,BTR
10397,ATL,10781,BTR
10397,ATL,10785,BTV
10397,ATL,10792,BUF
10397,ATL,10792,BUF
10397,ATL,10792,BUF
10397,ATL,10800,BUR
10397,ATL,10821,BWI
10397,ATL,10821,BWI
10397,ATL,10821,BWI
10397,ATL,10821,BWI
10397,ATL,10849,BZN
10397,ATL,10868,CAE
10397,ATL,10868,CAE
10397,ATL,10980,CHA
10397,ATL,10980,CHA
10397,ATL,10980,CHA
10397,ATL,10990,CHO
10397,ATL,10990,CHO
10397,ATL,10990,CHO
10397,ATL,10994,CHS
10397,ATL,10994,CHS
10397,ATL,10994,CHS
10397,ATL,11003,CID
10397,ATL,11042,CLE
10397,ATL,11042,CLE
10397,ATL,11042,CLE
10397,ATL,11042,CLE
10397,ATL,11049,CLL
10397,ATL,11057,CLT
10397,ATL,11057,CLT
10397,ATL,11057,CLT
10397,ATL,11057,CLT
10397,ATL,11066,CMH
10397,ATL,11066,CMH
10397,ATL,11066,CMH
10397,ATL,11109,COS
10397,ATL,11109,COS
10397,ATL,11146,CRW
10397,ATL,11146,CRW
10397,ATL,11150,CSG
10397,ATL,11193,CVG
10397,ATL,11193,CVG
10397,ATL,11193,CVG
10397,ATL,11193,CVG
10397,ATL,11193,CVG
10397,ATL,11193,CVG
10397,ATL,11252,DAB
10397,ATL,11259,DAL
10397,ATL,11259,DAL
10397,ATL,11267,DAY
10397,ATL,11267,DAY
10397,ATL,11278,DCA
10397,ATL,11278,DCA
10397,ATL,11278,DCA
10397,ATL,11278,DCA
10397,ATL,11278,DCA
10397,ATL,11292,DEN
10397,ATL,11292,DEN
10397,ATL,11292,DEN
10397,ATL,11292,DEN
10397,ATL,11298,DFW
10397,ATL,11298,DFW
10397,ATL,11298,DFW
10397,ATL,11298,DFW
10397,ATL,11298,DFW
10397,ATL,11308,DHN
10397,ATL,11423,DSM
10397,ATL,11423,DSM
10397,ATL,11423,DSM
10397,ATL,11433,DTW
10397,ATL,11433,DTW
10397,ATL,11433,DTW
10397,ATL,11433,DTW
10397,ATL,11433,DTW
10397,ATL,11481,ECP
10397,ATL,11540,ELP
10397,ATL,11540,ELP
10397,ATL,11612,EVV
10397,ATL,11618,EWR
10397,ATL,11618,EWR
10397,ATL,11618,EWR
10397,ATL,11618,EWR
10397,ATL,11618,EWR
10397,ATL,11624,EYW
10397,ATL,11624,EYW
10397,ATL,11641,FAY
10397,ATL,11641,FAY
10397,ATL,11641,FAY
10397,ATL,11697,FLL
10397,ATL,11697,FLL
10397,ATL,11697,FLL
10397,ATL,11697,FLL
10397,ATL,11697,FLL
10397,ATL,11697,FLL
10397,ATL,11775,FSD
10397,ATL,11823,FWA
10397,ATL,11884,GEG
10397,ATL,11953,GNV
10397,ATL,11953,GNV
10397,ATL,11973,GPT
10397,ATL,11977,GRB
10397,ATL,11986,GRR
10397,ATL,11986,GRR
10397,ATL,11995,GSO
10397,ATL,11995,GSO
10397,ATL,11995,GSO
10397,ATL,11996,GSP
