,0
0,97457
1,235419
2,55599
3,198728
4,243367
5,190511
6,4639
7,221425
8,177359
9,164770
10,69325
11,22228
12,180015
13,215480
14,93663
15,158282
16,81144
17,118384
18,196035
19,67655
20,123163
21,76908
22,136929
23,96760
24,233372
25,208683
26,13036
27,207260
28,232072
29,202388
30,169776
31,71780
32,229270
33,180705
34,101595
35,10047
36,172646
37,49495
38,209127
39,28902
40,101358
41,47947
42,176248
43,210274
44,188203
45,101653
46,96009
47,54201
48,167854
49,241735
50,56230
51,79839
52,56934
53,129586
54,61465
55,147192
56,23962
57,135142
58,190658
59,43833
60,43194
61,91334
62,46847
63,196752
64,136088
65,179122
66,117845
67,205380
68,117766
69,160101
70,16383
71,123368
72,147012
73,87562
74,224956
75,239474
76,6024
77,21102
78,81108
79,109971
80,4559
81,33931
82,168083
83,177812
84,213899
85,87195
86,169777
87,161797
88,45962
89,117793
90,226483
91,186231
92,131277
93,239487
94,150158
95,196375
96,134221
97,196920
98,126312
99,229478
100,177194
101,220032
102,239994
103,22839
104,150206
105,20552
106,47577
107,13740
108,1745
109,57949
110,79050
111,210996
112,175442
113,240068
114,64756
115,139876
116,114225
117,48036
118,220586
119,76456
120,203237
121,54270
122,102485
123,176787
124,241220
125,205298
126,217188
127,78435
128,130990
129,156944
130,114833
131,244169
132,20012
133,91128
134,182733
135,76652
136,145569
137,50987
138,129760
139,18388
140,133053
141,226511
142,114976
143,65559
144,192794
145,235056
146,6201
147,241078
148,108627
149,26825
150,143164
151,227687
152,226559
153,222678
154,96529
155,80384
156,168187
157,222358
158,59717
159,80927
160,121890
161,214365
162,152956
163,35135
164,154089
165,61957
166,219891
167,70740
168,79354
169,237475
170,229150
171,155205
172,114206
173,140594
174,122720
175,69338
176,70570
177,167261
178,221122
179,176822
180,27160
181,165855
182,114684
183,146362
184,230625
185,182756
186,185772
187,235471
188,66893
189,163987
190,54553
191,643
192,144474
193,214498
194,151857
195,33253
196,59369
197,20173
198,233929
199,55593
200,6143
201,88891
202,172681
203,13148
204,240508
205,8562
206,218498
207,137458
208,37465
209,138100
210,160343
211,61506
212,219772
213,13511
214,102291
215,135776
216,188541
