,0
0,59474
1,115371
2,221999
3,140059
4,212563
5,145684
6,103845
7,48794
8,80064
9,43545
10,51118
11,93772
12,217287
13,6541
14,168527
15,237412
16,71037
17,13771
18,138821
19,56004
20,107597
21,174582
22,124380
23,28552
24,76760
25,187061
26,169838
27,6384
28,235670
29,206223
30,210088
31,239694
32,244647
33,111162
34,67811
35,178003
36,104347
37,210257
38,31234
39,65154
40,174949
41,25048
42,156929
43,203054
44,177561
45,154021
46,108119
47,41202
48,106291
49,113692
50,28768
51,207939
52,175759
53,18195
54,154263
55,60377
56,114155
57,85702
58,162069
59,68562
60,91040
61,61690
62,219121
63,17163
64,198670
65,198470
66,163744
67,48819
68,170864
69,218694
70,139819
71,168001
72,199271
73,37180
74,102331
75,176374
76,77529
77,176197
78,133696
79,187953
80,150231
81,63239
82,10015
83,219284
84,4504
85,183966
86,223735
87,233016
88,210977
89,58403
90,18321
91,222703
92,153887
93,212500
94,93198
95,161291
96,148006
97,204432
98,58116
99,9816
100,93932
101,7271
102,79405
103,245688
104,131988
105,149429
106,98711
107,198828
108,245856
109,196841
110,218150
111,29828
112,106416
113,112601
114,170260
115,8226
116,175944
117,31543
118,177969
119,21523
120,167058
121,15771
122,216089
123,41356
124,196640
125,70431
126,185719
127,150615
128,58451
129,63740
130,206123
131,111079
132,231821
133,42097
134,155278
135,82714
136,21380
137,14461
138,214650
139,196948
140,98556
141,240405
142,150814
143,161167
144,130692
145,13703
146,210223
147,131696
148,101915
149,67938
150,232575
151,101556
152,209413
153,149675
154,11346
155,169169
156,72046
157,188614
158,245282
159,146702
160,62354
161,104414
162,76325
163,106122
164,72630
165,151649
166,143278
167,243049
168,136866
169,36761
170,172463
171,13435
172,86409
173,91356
174,209476
175,202398
176,213346
177,148627
178,12591
179,187979
180,213798
181,8162
182,238839
183,73018
184,89011
185,216656
186,240666
187,163220
188,33715
189,118970
190,41270
191,223171
192,161219
193,231074
194,151669
195,49651
196,51232
197,64065
198,178416
199,127727
200,171786
201,65608
202,142056
203,177630
204,164366
205,91421
206,142478
207,22848
208,238517
209,201477
210,181225
211,77354
212,174244
213,119653
214,150426
215,64239
216,167511
217,106218
218,162647
219,142633
220,188482
221,115013
222,53279
223,133594
224,61970
225,87027
226,128373
227,72777
228,127245
229,152711
230,23940
231,115674
232,27211
233,182171
234,16802
235,200346
236,104922
237,135156
238,176385
239,68354
240,150359
241,100025
242,173203
243,112167
244,77485
245,3351
246,101208
247,229154
248,82995
249,145249
250,234936
251,52139
252,102245
253,37842
254,158025
255,109998
256,192743
257,146770
258,22785
259,200866
260,137054
261,107639
262,21927
263,178892
264,1405
265,109567
266,114562
267,44185
268,244383
269,26891
270,171193
271,26838
272,46239
273,91242
274,58045
275,241255
276,138029
277,53163
278,231634
279,138018
280,25523
281,63052
282,228209
283,217791
284,111917
285,149683
286,108145
287,195023
288,196572
289,232181
290,109245
291,186466
292,44110
293,11975
294,61885
295,120344
296,73138
297,89043
298,149048
299,173626
300,168882
301,221361
302,47042
303,153707
304,34974
305,123600
306,15888
307,4782
308,51912
309,53516
310,169121
311,7019
312,241975
313,140762
314,12979
315,161752
316,201413
317,208006
318,105418
319,53384
320,62713
321,72424
322,92085
323,109877
324,43439
325,125785
326,138675
327,51391
328,129221
329,49162
330,176052
331,23278
332,198892
333,85993
334,166392
335,4926
336,224466
337,228225
338,123396
339,120893
340,47115
341,13750
342,50793
343,124710
344,24316
345,153837
346,40067
347,10674
348,176235
349,221035
350,164347
351,219921
352,30902
353,113976
354,170603
355,200784
356,95489
357,233609
358,550
359,157054
360,162314
361,187339
362,27603
363,86613
364,87463
365,77330
366,177103
367,221104
368,63906
369,974
370,15246
371,1388
372,180635
373,131739
374,113569
375,239216
376,101324
377,37407
378,35844
379,65610
380,3909
381,128414
382,92742
383,140305
384,180553
385,147672
386,57220
387,137953
388,146666
389,119321
390,76635
391,209612
392,82613
393,40916
394,190286
395,193379
396,242393
397,78461
398,97222
399,223250
400,228658
401,43519
402,67562
403,197563
404,162973
405,224027
406,185417
407,226241
408,76172
409,136189
410,230754
411,239
412,92074
413,146003
414,178967
415,197
416,185360
417,63761
418,141347
419,162111
420,112492
421,137184
422,115014
423,206938
424,96242
425,105433
426,194233
427,46077
428,39662
429,17548
430,150031
431,114525
432,171958
433,23611
434,225594
435,126518
436,67668
437,95535
438,124934
439,143540
440,186137
441,73101
442,241566
443,221704
444,226569
445,42976
446,72618
447,111491
448,217314
449,89177
450,153953
451,152278
452,94961
453,31865
454,52235
455,147216
456,229979
457,188897
458,54828
459,243946
460,89857
461,153004
462,175284
463,173265
464,62206
465,210343
466,114990
467,204075
468,182944
469,70194
470,190309
471,196839
472,40790
473,175264
474,156296
475,17505
476,70745
477,210263
478,229750
479,231393
480,234271
481,223980
482,143846
483,173117
484,42891
485,245422
486,221986
487,67785
488,64948
489,38199
490,178469
491,197841
492,199027
493,230064
494,130423
495,191617
496,177976
497,95995
498,15048
499,145715
500,206952
501,84026
502,141520
503,82537
504,145448
505,136492
506,112966
507,16628
508,76784
509,137563
510,180964
511,206858
512,210669
513,100941
514,191584
515,88992
516,38638
517,46820
518,54241
519,239635
520,178229
521,232670
522,67037
523,143510
524,169879
525,183441
526,220966
527,60762
528,157465
529,78509
530,56887
531,9032
532,49160
533,19495
534,212800
535,234905
536,98447
537,12496
538,73130
539,232937
540,194524
541,194000
542,58836
543,211640
544,34956
545,144579
546,180759
547,193546
548,80405
549,231103
550,236687
551,214627
552,107514
553,154468
554,120433
555,143530
556,148804
557,151503
558,85190
559,150095
560,33519
561,43445
562,75225
563,144123
564,241768
565,139969
566,30104
567,46178
568,60742
569,75455
570,48508
571,151549
572,95462
573,123338
574,237815
575,122855
576,97495
577,239121
578,150129
579,35971
580,204398
581,107801
582,95366
583,183005
584,1782
585,214861
586,25952
587,4903
588,186984
589,89265
590,47752
591,126226
592,79635
593,168725
594,124058
595,184096
596,2084
597,128940
598,220284
599,183462
600,111434
601,187189
602,18858
603,85574
604,179787
605,182830
606,241299
607,94993
608,208694
609,89682
610,144348
611,182267
612,152272
613,61832
614,25589
615,171952
616,239473
617,163142
618,120060
619,16478
620,95773
621,37154
622,23878
623,67272
624,100048
625,209552
626,197505
627,237473
628,169944
629,204032
630,124832
631,67464
632,141909
633,102053
634,85444
635,7091
636,91774
637,238219
638,12792
639,5336
640,118490
641,152015
642,63564
643,185841
644,5479
645,3805
646,215068
647,33735
648,176653
649,241696
650,227818
651,78544
652,60851
653,13408
654,170561
655,3098
656,80289
657,54155
658,203864
659,89642
660,62240
661,104242
662,75964
663,103172
664,226165
665,4273
666,89322
667,40359
668,93665
669,89873
670,119996
671,111757
672,61107
673,15953
674,130344
675,163630
676,238417
677,127896
678,223511
679,138064
680,16997
681,136200
682,191773
683,194494
684,174299
685,237040
686,65574
687,180079
688,188856
689,115102
690,131491
691,171339
692,85963
693,214110
694,226146
695,172440
696,16137
697,75997
698,142165
699,145598
700,122078
701,92108
702,170386
703,171496
704,72011
705,23771
706,215123
707,147760
708,110631
709,195688
710,104314
711,76013
712,170471
713,118665
714,12567
715,68766
716,10486
717,23901
718,98932
719,81049
720,26978
721,16935
722,105383
723,85468
724,46013
725,189130
726,168266
727,199559
728,244768
729,217931
730,209741
731,25419
732,178844
733,164148
734,107619
735,120581
736,62848
737,24513
738,232389
739,245371
740,100555
741,117426
742,64280
743,139559
744,20143
745,144021
746,111918
747,8506
748,69003
749,233782
750,203165
751,165982
752,128970
753,238837
754,86609
755,6856
756,222201
757,47299
758,146275
759,237088
760,38425
761,124141
762,16622
763,150376
764,124472
765,226699
766,124103
767,140706
768,236000
769,135971
770,239577
771,5977
772,73706
773,130426
774,238088
775,36841
776,68102
777,40047
778,163300
779,243598
780,90591
781,707
782,157665
783,45284
784,195787
785,223420
786,95620
787,72901
788,116967
789,69700
790,213880
791,186098
792,194573
793,219549
794,212409
795,174718
796,34461
797,41492
798,101955
799,190232
800,183416
801,215628
802,40955
803,57980
804,24398
805,86367
806,34763
807,66173
808,99264
809,201899
810,34315
811,222694
812,106551
813,22434
814,148768
815,156259
816,230872
817,65259
818,33686
819,244081
820,133077
821,235702
822,69081
823,93508
824,49348
825,184296
826,238173
827,72099
828,177153
829,60558
830,56451
831,158807
832,173222
833,16659
834,158280
835,112656
836,122838
837,19662
838,173485
839,1948
840,39766
841,54447
842,126759
843,193442
844,107883
845,94350
846,176339
847,178563
848,35895
849,234495
850,65868
851,113668
852,139464
853,93331
854,223753
855,83648
856,218675
857,127838
858,195669
859,171766
860,171095
861,172199
862,217654
863,85921
864,53830
865,41763
866,176257
867,7369
868,120725
869,178786
870,181122
871,149510
872,90861
873,207732
874,236425
875,143180
876,92689
877,23298
878,239199
879,57221
880,127993
881,24965
882,83645
883,12396
884,223985
885,157265
886,17542
887,156436
888,100390
889,203939
890,91566
891,228137
892,26833
893,2365
894,34934
895,162279
896,20330
897,153144
898,168526
899,45759
900,71079
901,154114
902,224568
903,87727
904,12777
905,101829
906,162370
907,32069
908,207774
909,217518
910,18834
911,146165
912,75931
913,187110
914,41067
915,9326
916,10135
917,46127
918,39671
919,146267
920,7649
921,208963
922,26585
923,19609
924,12997
925,14292
926,182824
927,136946
928,87850
929,223535
930,161871
931,179739
932,141661
933,195335
934,14946
935,218567
936,41248
937,212273
938,83755
939,171931
940,114548
941,12536
942,15502
943,55995
944,208387
945,111346
946,20388
947,216415
948,96507
949,105748
950,132857
951,174280
952,86720
953,4236
954,145486
955,204970
956,108166
957,136449
958,174132
959,42773
960,10906
961,47452
962,36819
963,212119
964,67524
965,56336
966,203253
967,83463
968,118592
969,60294
970,54109
971,56427
972,231989
973,52872
974,130657
975,107062
976,5207
977,113032
978,153224
979,116001
980,27337
981,237583
982,167853
983,148221
984,206055
985,238512
986,45175
987,35437
988,122200
989,228322
990,238430
991,104728
992,38864
993,42256
994,3696
995,174603
996,84760
997,93111
998,16193
999,134285
1000,200911
1001,157859
1002,234934
1003,101170
1004,182866
1005,245681
1006,33140
1007,231298
1008,208366
1009,108730
1010,166765
1011,202774
1012,58996
1013,186587
1014,241731
1015,145552
1016,211202
1017,240972
1018,103553
1019,26463
1020,184580
1021,222946
1022,23207
1023,168173
1024,86708
1025,39282
1026,220841
1027,69290
1028,45837
1029,120106
1030,133550
1031,112755
1032,8735
1033,211792
1034,49262
1035,41685
1036,64844
1037,23289
1038,9797
1039,171520
1040,203409
1041,126088
1042,56443
1043,121310
1044,177866
1045,133282
1046,189474
1047,153683
1048,49332
1049,1307
1050,223206
1051,141943
1052,161064
1053,199337
1054,223652
1055,15433
1056,193333
1057,86146
1058,128798
1059,124252
1060,17331
1061,54262
1062,5198
1063,52213
1064,203641
1065,91190
1066,64897
1067,14622
1068,182557
1069,204562
1070,180521
1071,103685
1072,191917
1073,242489
1074,6878
1075,108675
1076,184423
1077,119510
1078,166629
1079,57069
1080,71415
1081,104430
1082,190343
1083,150262
1084,179205
1085,194856
1086,168846
1087,203982
1088,584
1089,66650
1090,93651
1091,126447
1092,50121
1093,81448
1094,37558
1095,86846
1096,76920
1097,77337
1098,83715
1099,17037
1100,139370
1101,210701
1102,62934
1103,136428
1104,243415
1105,229362
1106,177427
1107,81339
1108,1362
1109,185463
1110,151452
1111,210995
1112,115050
1113,188321
1114,196384
1115,70922
