,0
0,209736
1,210143
2,230855
3,186078
4,61498
5,117336
6,130294
7,229381
8,22896
9,121424
10,237577
11,51290
12,55598
13,198015
14,138752
15,236032
16,53361
17,143111
18,68878
19,162292
20,112301
21,102385
22,182945
23,38697
24,139448
25,16829
26,79127
27,159145
28,233479
29,153458
30,188496
31,194352
32,65791
33,240652
34,115164
35,52410
36,233810
37,92699
38,98871
39,179237
40,116676
41,68038
42,119643
43,80357
44,128422
45,105904
46,94755
47,72172
48,84114
49,142663
50,220488
51,133335
52,120830
53,228518
54,118507
55,43127
56,34113
57,167456
58,17275
59,186949
60,242669
61,24825
62,86832
63,57432
64,104839
65,1345
66,185754
67,135138
68,240650
69,81862
70,79244
71,117185
72,146616
73,15573
74,7883
75,207986
76,120653
77,234482
78,116733
79,162459
80,240216
81,152645
82,69380
83,220665
84,118602
85,116810
86,22077
87,125512
88,69359
89,22366
90,90752
91,80016
92,242296
93,188163
94,20352
95,68176
96,139887
97,194758
98,236567
99,222223
100,96212
101,89482
102,141596
103,126240
104,124901
105,204808
106,103230
107,91651
108,100849
109,217987
110,85738
111,81839
112,161201
113,116931
114,57214
115,198660
116,46384
117,95699
118,17169
119,163392
120,217957
121,118053
122,148812
123,19892
124,38900
125,48434
126,104206
127,229745
128,69441
129,35937
130,149036
131,180078
132,46162
133,185316
134,136340
135,161209
136,144111
137,19092
138,14806
139,134840
140,20807
141,215836
142,22118
143,204111
144,105668
145,42302
146,13433
147,10412
148,88453
149,18025
150,3527
151,173022
152,154206
153,220117
154,61987
155,5482
156,105733
157,197561
158,186689
159,122132
160,50378
161,245554
162,242868
163,162350
164,190274
165,240185
166,218697
167,185610
168,154296
169,49540
170,59942
171,128410
172,73743
173,19478
174,15057
175,68468
176,152618
177,147765
178,53242
179,148973
180,51746
181,70770
182,217023
183,95926
184,112983
185,77256
186,186271
187,149284
188,207213
189,145573
190,108771
191,86187
192,31758
193,67389
194,134073
195,236383
196,188445
197,168024
198,71795
199,4938
200,74411
201,16817
202,73454
203,75829
204,151758
205,142754
206,14439
207,233271
208,4982
209,25592
210,11573
211,84658
212,5944
213,169386
214,7886
215,202776
216,185030
217,237551
218,112617
219,218365
220,203227
221,63904
222,5082
223,180663
224,19336
225,32084
226,67479
227,188244
228,160945
229,140431
230,120223
231,138008
232,107102
233,117003
234,192649
235,133874
236,184931
237,90007
238,113854
239,205377
240,36798
241,222848
242,86540
243,31872
244,188635
245,208934
246,17403
247,161592
248,189926
249,167713
250,106008
251,12583
252,29073
253,243937
254,112271
255,113539
256,95823
257,7024
258,185206
259,213179
260,206594
261,7728
262,61911
263,23410
264,85792
265,176687
266,221854
267,171424
268,89735
269,84085
270,54057
271,228563
272,70653
273,121890
274,88135
275,12612
276,3129
277,96211
278,110817
279,83777
280,216908
281,29860
282,137347
283,102473
284,200196
285,198562
286,198483
287,209823
288,77040
289,32427
290,99484
291,180143
292,75082
293,76433
294,72749
295,146778
296,178856
297,100341
298,81797
299,222937
300,85970
301,93030
302,47589
303,29762
304,2478
305,128020
306,203484
307,183278
308,7536
309,71453
310,15793
311,154868
312,70060
313,135348
314,87623
315,237259
316,177046
317,6277
318,23539
319,116826
320,163902
321,42874
322,212267
323,136252
324,147254
325,45720
326,114078
327,231530
328,210400
329,23491
330,165068
331,242922
332,225194
333,215935
334,165561
335,225657
336,139876
337,176654
338,187434
339,39829
340,219001
341,149700
342,236034
343,73313
344,221806
345,121248
346,196043
347,195398
348,54232
349,80089
350,238130
351,168732
352,215430
353,230799
354,143810
355,81903
356,100254
357,183291
358,200073
359,184690
360,232943
361,71208
362,70306
363,32995
364,169288
365,8786
366,182762
367,244459
368,80564
369,168683
370,30467
371,30966
372,173057
373,174846
374,22033
375,165272
376,113224
377,138787
378,144110
379,81365
380,5664
381,201533
382,117157
383,234640
384,150247
385,206659
386,69907
387,37435
388,85037
389,101306
390,50328
391,34762
392,184723
393,41853
394,82458
395,93991
396,166891
397,55155
398,2910
399,46341
400,160440
401,209640
402,158700
403,115162
404,236097
405,143284
406,74104
407,111730
408,27438
409,166824
410,209162
411,183347
412,146412
413,67492
414,139281
415,163291
416,241742
417,6877
418,138690
419,48961
420,137273
421,13531
422,142190
423,110073
424,105917
425,243549
426,189709
427,60944
428,50194
429,150328
430,18845
431,101137
432,166539
433,28081
434,8319
435,27155
436,244013
437,29748
438,197695
439,153998
440,241231
441,27476
442,51356
443,47147
444,7779
445,16495
446,160362
447,133924
448,181403
449,5419
450,149047
451,37429
452,95573
453,152866
454,228011
455,204114
456,3871
457,70146
458,171570
459,74617
460,153389
461,102721
462,98013
463,25160
464,135275
465,153974
466,205246
467,132013
468,69928
469,145628
470,90989
471,103864
472,131670
473,107008
474,81212
475,236014
476,206385
477,185646
478,136242
479,184775
480,76468
481,85535
482,205306
483,16612
484,126686
485,164703
486,240760
487,230510
488,195225
489,196467
490,184922
491,196099
492,193958
493,94454
494,40634
495,91779
496,66521
497,179566
498,71203
499,60260
500,189270
501,154494
502,200527
503,87581
504,90683
505,121134
506,204644
507,197659
508,33849
509,8899
510,103789
511,56092
512,223603
513,215055
514,52960
515,135575
516,102107
517,153061
518,76003
519,179141
520,146395
521,143867
522,46496
523,154580
524,132509
525,113837
526,4655
527,45012
528,226166
529,198529
530,163531
531,77143
532,165663
533,100093
534,8674
535,82695
536,30830
537,185261
538,217066
539,125009
540,105964
541,56088
542,75942
543,147557
544,190522
545,178898
546,37659
547,231846
548,18298
549,152305
550,147075
551,245174
552,206679
553,98252
554,232189
555,104241
556,69777
557,189607
558,109528
559,105476
560,88621
561,151336
562,226369
563,219712
564,214935
565,139936
566,65900
567,81606
568,187971
569,222174
570,174978
571,58603
572,92047
573,186987
574,203111
575,132815
576,83901
577,3115
578,28148
579,169992
580,152062
581,163367
582,8038
583,53913
584,244330
585,100247
586,119500
587,170206
588,102974
589,157336
590,25687
591,27202
592,197337
593,130620
594,154957
595,236160
596,136639
597,91200
598,216856
599,238331
600,89516
601,219216
602,134784
603,187149
604,148584
605,59790
606,209315
607,74232
608,218176
609,155585
610,238896
611,80569
612,103702
613,118601
614,47802
615,64995
616,159053
617,87771
618,157014
619,192195
620,65974
621,59594
622,196805
623,173925
624,33781
625,176626
626,117102
627,161010
628,20924
629,169719
630,219950
631,71611
632,244859
633,165640
634,218325
635,112605
636,74995
637,109078
638,217597
639,140993
640,2596
641,188822
642,77679
643,177577
644,39861
645,213740
646,160359
647,151057
648,41023
649,239902
650,175626
651,43877
652,67289
653,10244
654,34794
655,216049
656,225923
657,229971
658,186123
659,189208
660,232621
661,74935
662,136727
663,125665
664,192323
665,44616
666,13514
667,238787
668,17652
669,215971
670,50641
671,82617
672,110490
673,237236
674,241625
675,28515
676,122161
677,194567
678,171256
679,245791
680,9926
681,64856
682,9647
683,107186
684,109799
685,190495
686,231898
687,118318
688,232255
689,137136
690,156856
691,101451
692,63022
693,245425
694,43583
695,183399
696,226430
697,147353
698,10214
699,147141
700,66846
701,187643
702,147979
703,21760
704,7190
705,217841
706,47962
707,159755
708,181358
709,241373
710,82339
711,198399
712,35266
713,242241
714,199238
715,98886
716,21213
717,229697
718,129094
719,2808
720,49428
721,165052
722,232026
723,88243
724,140802
725,74499
726,41833
727,205993
728,172441
729,162094
730,183028
731,60338
732,155398
733,209955
734,149603
735,168544
736,189866
737,37642
738,213827
739,87996
740,203948
741,225345
742,56666
743,125444
744,160993
745,178507
746,184257
747,80572
748,134951
749,157647
750,25417
751,55564
752,159496
753,143574
754,48143
755,182878
756,29343
757,59696
758,178279
759,71896
760,232826
761,184697
762,239944
763,107519
764,74386
765,151372
766,94791
767,166844
768,213437
769,169909
770,119191
771,63520
772,127977
773,120407
774,29269
775,65050
776,230130
777,12669
778,130316
779,60702
780,220414
781,220079
782,15865
783,161607
784,49294
785,169858
786,127226
787,181569
788,22424
789,120860
790,140460
791,131414
792,134771
793,67421
794,215990
795,64872
796,140010
797,101545
798,49159
799,145280
800,166496
801,166032
802,174827
803,3832
804,8847
805,91992
806,81827
807,111827
808,25694
809,41922
810,161305
811,70718
812,167361
813,216324
814,151589
815,60794
816,242058
817,235852
818,82638
819,152219
820,160510
821,161243
822,60187
823,186386
824,241491
825,44261
826,243708
827,204581
828,100437
829,7213
830,2660
831,176315
832,27777
833,6399
834,64770
835,40181
836,121555
837,194063
838,51002
839,235750
840,140324
841,84913
842,83366
843,161771
844,47760
845,111437
846,236626
847,169740
848,106670
849,132663
850,99559
851,236403
852,177450
853,235928
854,121997
855,69273
856,66256
857,157938
858,191216
859,155936
860,75085
861,31766
862,182794
863,198438
864,115143
865,70872
866,214936
867,153219
868,105199
869,64182
870,125778
871,143209
872,219250
873,186834
874,53742
875,28067
876,76378
877,175569
878,153824
879,186695
880,218360
881,21194
882,215808
883,186935
884,10217
885,145765
886,212278
887,243799
888,183412
889,242385
890,72621
891,8066
892,91704
893,80196
894,132494
895,104612
896,202053
897,94081
898,6793
899,170318
900,29864
901,189666
902,62839
903,166580
904,139549
905,77524
906,86660
907,187668
908,166099
909,167250
910,222531
911,105579
912,157655
913,172283
914,223577
915,156383
916,145696
917,179578
918,163622
919,236043
920,131034
921,34146
922,218696
923,181296
924,133524
925,240065
926,226767
927,116159
928,9865
929,112650
930,30480
931,170335
932,245599
933,180785
934,163655
935,189701
936,103949
937,46999
938,161443
939,109366
940,167833
941,109116
942,182305
943,86523
944,373
945,34625
946,148518
947,94616
948,64057
949,229867
950,12211
951,228542
952,243814
953,15785
954,36859
955,228407
956,73422
957,58753
958,103216
959,32025
960,201387
961,178148
962,86263
963,171782
964,83833
965,104538
966,208123
967,155824
968,240533
969,94575
970,101667
971,204358
972,97599
973,132917
974,230433
975,78426
976,181288
977,135004
978,227672
979,241666
980,8781
981,220867
982,63825
983,224114
984,190969
985,42965
986,187255
987,241049
988,124073
989,224197
990,192786
991,67583
992,168514
993,243859
994,189327
995,138087
996,14965
997,100275
998,178433
999,55589
1000,121119
1001,245687
1002,123709
1003,58248
1004,144254
1005,222893
1006,51036
1007,32613
1008,189063
1009,29922
1010,217057
1011,179751
1012,237504
1013,70141
1014,134472
1015,206047
1016,124943
1017,108089
1018,213225
1019,209333
1020,1065
1021,35295
1022,139705
1023,151407
1024,102203
1025,108836
1026,165390
1027,203577
1028,181193
1029,13682
1030,169862
1031,116473
1032,121911
1033,207421
1034,32082
1035,25878
1036,24461
1037,117565
1038,107193
1039,212127
1040,226646
1041,187104
1042,190560
1043,47635
1044,58064
1045,143980
1046,203959
1047,81612
1048,239234
1049,181909
1050,140025
1051,99492
1052,89772
1053,237063
1054,108352
1055,132456
1056,46197
1057,171477
1058,172597
1059,218785
1060,17086
1061,35009
1062,204527
1063,165039
1064,121281
1065,142336
1066,161801
1067,12279
1068,66064
1069,164443
1070,85397
1071,181600
1072,3778
1073,137874
1074,9256
1075,65324
1076,191206
1077,106497
1078,236884
1079,3539
1080,191138
1081,131669
1082,224076
1083,109813
1084,154459
1085,84878
1086,8638
1087,211810
1088,143283
1089,196479
1090,93836
1091,3372
1092,139089
1093,158653
1094,122003
1095,201449
1096,13227
1097,35735
1098,244001
1099,128087
1100,204795
1101,52332
1102,57595
1103,114294
1104,30906
1105,106738
1106,116331
1107,127259
1108,81758
1109,226625
1110,120640
1111,1756
1112,195802
1113,211538
1114,127824
1115,169102
1116,198404
1117,235723
1118,148259
1119,51974
1120,46437
1121,68083
1122,181390
1123,48352
1124,190892
1125,57809
1126,110646
1127,64707
1128,169072
1129,60140
1130,168673
1131,140186
1132,46213
1133,6407
1134,8295
1135,16509
1136,11610
1137,202533
1138,155413
1139,64687
1140,27841
1141,58429
1142,74210
1143,128
1144,27786
1145,209265
1146,90830
1147,204327
1148,151610
1149,202992
1150,164812
1151,84708
1152,88417
1153,158091
1154,95383
1155,83072
1156,36963
1157,111788
1158,945
1159,83510
1160,217483
1161,152801
1162,139015
1163,187485
1164,112664
1165,220547
1166,65766
1167,121978
1168,62032
1169,83246
1170,29488
1171,21440
1172,172561
1173,210132
1174,97732
1175,70287
1176,90164
1177,25079
1178,725
1179,58583
1180,12204
1181,23231
1182,135019
1183,163316
1184,91907
1185,61420
1186,88009
1187,133928
1188,96420
1189,37402
1190,84082
1191,237824
1192,36890
1193,60720
1194,88493
1195,95388
1196,131214
1197,8401
1198,80818
1199,81142
1200,219301
1201,24883
1202,151630
1203,102684
1204,68887
1205,114463
1206,182018
1207,96008
1208,134881
