,0
0,5795
1,131770
2,28419
3,150876
4,74634
5,236822
6,7174
7,234441
8,106199
9,169067
10,175190
11,123344
12,167994
13,163384
14,62849
15,139201
16,171497
17,210201
18,230522
19,176482
20,32629
21,168808
22,32114
23,235945
24,131896
25,25190
26,86603
27,65789
28,182336
29,21812
30,90539
31,175921
32,5432
33,38171
34,77359
35,86109
36,219525
37,69328
38,200008
39,61882
40,37073
41,120486
42,157632
43,109052
44,171462
45,202588
46,99824
47,85615
48,176536
49,123754
50,84672
51,97666
52,100298
53,64934
54,10658
55,127327
56,102030
57,229398
58,150043
59,97405
60,42146
61,24222
62,80649
63,83775
64,60280
65,155397
66,25481
67,99780
68,228725
69,74389
70,180072
71,55976
72,186772
73,38506
74,224165
75,242675
76,22139
77,153807
78,97413
79,161462
80,164885
81,98271
82,53385
83,79534
84,39907
85,201132
86,111068
87,108229
88,46818
89,241000
90,44746
91,76129
92,7886
93,225835
94,150780
95,159567
96,98039
97,35031
98,121632
99,162701
100,226729
101,24894
102,62592
103,188717
104,158627
105,101127
106,132663
107,146524
108,241246
109,100772
110,76038
111,119704
112,43405
113,241316
114,151860
115,20439
116,54927
117,70329
118,138915
119,68519
120,235762
121,244709
122,228312
123,219430
124,55632
125,13340
126,120918
127,9207
128,146364
129,31292
130,17413
131,225129
132,221284
133,46930
134,180149
135,134266
136,112530
137,114977
138,181699
139,96684
140,202356
141,125099
142,72206
143,39942
144,59490
145,78206
146,55386
147,100891
148,101085
149,33981
150,212641
151,1958
152,137281
153,183539
154,154781
155,209137
156,163502
157,45502
158,3826
159,144861
160,82982
161,207430
162,25267
163,212867
164,210828
165,179907
166,123876
167,199735
168,221296
169,220201
170,42248
171,133722
172,99038
173,184881
174,77435
175,200280
176,180553
177,139141
178,117115
179,211185
180,83995
181,142833
182,204581
183,46784
184,50656
185,93330
186,232592
187,103447
188,234062
189,35903
190,165630
191,72710
192,48523
193,178541
194,114633
195,48349
196,199364
197,35821
198,174727
199,41031
200,186624
201,161326
202,31137
203,78054
204,175050
205,69194
206,151243
207,190789
208,155146
209,225728
210,22563
211,217829
212,43061
213,103514
214,36355
215,188929
216,63528
217,151501
218,82542
219,240492
220,195441
221,128493
222,132214
223,2972
224,122335
225,230116
226,89982
227,29100
228,19317
229,90810
230,214733
231,177119
232,154585
233,71262
234,86207
235,212322
236,64773
237,16999
238,205099
239,207074
240,35834
241,106269
242,5034
243,218020
244,200465
245,5498
246,177750
247,59591
248,9316
249,243144
250,198780
251,72485
252,198645
253,202097
254,116259
255,194978
256,126550
257,206838
258,60801
259,69334
260,225554
261,76379
262,238802
263,8369
264,122433
265,126064
266,94955
267,109051
268,68129
269,241967
270,12554
271,222830
272,58077
273,120457
274,63353
275,8462
276,60549
277,228080
278,241414
279,144248
280,35272
281,87503
282,25697
283,37204
284,3492
285,122289
286,41764
287,225992
288,391
289,58383
290,178830
291,191671
292,245372
293,80573
294,151715
295,185707
296,46356
297,23503
298,100458
299,120819
300,75001
301,69256
302,49876
303,124862
304,64843
305,207315
306,25842
307,53646
308,149101
309,31499
310,162706
311,142515
312,31353
313,228154
314,138361
315,17433
316,230412
317,29837
318,200603
319,49103
320,107544
321,97130
322,1579
323,72116
324,29204
325,126380
326,47246
327,229549
328,107942
329,138539
330,238491
331,129819
332,37349
333,170554
334,186844
335,76172
336,82972
337,190474
338,95760
339,205107
340,31579
341,182436
342,94844
343,92597
344,183960
345,147008
346,42078
347,190179
348,222194
349,244780
350,4832
351,41180
352,216555
353,28243
354,116226
355,205473
356,124136
357,47768
358,101375
359,99332
360,58321
361,180317
362,30869
363,104312
364,12821
365,48643
366,6529
367,274
368,220514
369,30271
370,25652
371,169889
372,217945
373,187452
374,63832
375,86608
376,25282
377,95895
378,103572
379,208014
380,19666
381,162062
382,184094
383,151011
384,239840
385,33950
386,81560
387,16501
388,22779
389,192807
390,17541
391,43079
392,130964
393,117468
394,169640
395,218299
396,54933
397,244944
398,38738
399,35896
400,205788
401,21603
402,166631
403,239750
404,2057
405,56245
406,206930
407,41904
408,133061
409,149744
410,175919
411,220744
412,122378
413,134369
414,122452
415,40527
416,93059
417,226831
418,38498
419,124008
420,15662
421,112067
422,85806
423,47703
424,184493
425,19509
426,79976
427,237041
428,65585
429,13361
430,1844
431,134442
432,111771
433,196965
434,208955
435,113811
436,155421
437,111218
438,138757
439,227393
440,44682
441,183838
442,172192
443,12675
444,130605
445,106289
446,62446
447,227817
448,208107
449,125018
450,85862
451,160997
452,58475
453,242121
454,108075
455,91694
456,125433
457,240447
458,120205
459,16425
460,263
461,23610
462,127905
463,54834
464,49232
465,59256
466,164604
467,180564
468,75735
469,194695
470,2819
471,18908
472,34246
473,63053
474,160865
475,190081
476,140627
477,11277
478,97467
479,77485
480,107693
481,55882
482,209543
483,4941
484,41530
485,92271
486,17070
487,90793
488,82604
489,139081
490,222353
491,105216
492,141981
493,154975
494,95223
495,27604
496,99869
497,95919
498,119477
499,52885
500,100076
501,38284
502,101280
503,144762
504,162216
505,158863
506,215678
507,68969
508,135978
509,156904
510,84498
511,226430
512,237076
513,91340
514,12886
515,199013
516,99125
517,9048
518,15003
519,68547
520,66097
521,135772
522,6918
523,186167
524,236766
525,7683
526,123078
527,181111
528,54236
529,143280
530,187634
531,197206
532,115253
533,203457
534,65001
535,170774
536,126147
537,235397
538,43913
539,191750
540,219763
541,218317
542,197552
543,2790
544,133674
545,208294
546,64860
547,32476
548,33388
549,149107
550,225121
551,200975
552,215747
553,122790
554,196392
555,80383
556,37136
557,237284
558,97885
559,89175
560,21169
561,3331
562,40061
563,160696
564,98668
565,135024
566,41139
567,116766
568,189026
569,202438
570,158778
571,114769
572,52178
573,49362
574,142249
575,178949
576,172370
577,171937
578,241245
579,179035
580,140371
581,130166
582,193893
583,91859
584,89480
585,213020
586,48344
587,3212
588,61056
589,169115
590,154578
591,18172
592,34808
593,46563
594,135426
595,21970
596,176251
597,76048
598,232633
599,45834
600,137983
601,122689
602,141401
603,59755
604,70665
605,8306
606,16641
607,19205
608,169577
609,102282
610,163602
611,234179
612,19383
613,124884
614,197483
615,144080
616,86847
617,222492
618,211589
619,112731
620,116404
621,125451
622,181390
623,725
624,176358
625,205863
626,15723
627,215178
628,223086
629,15126
630,9177
631,114495
632,73054
633,66402
634,61922
635,220781
636,30792
637,119263
638,222614
639,236886
640,99550
641,111886
642,15165
643,242508
644,245501
645,187292
646,8809
647,204940
648,20880
649,11768
650,105971
651,137501
652,142305
653,2778
654,129991
655,169051
656,77916
657,6190
658,53902
659,78533
660,166488
661,179311
662,180813
663,5289
664,115933
665,79428
666,62432
667,48668
668,237562
669,60668
670,47276
671,107533
672,243775
673,108994
674,16680
675,42900
676,127270
677,238007
678,151803
679,240985
680,39658
681,203162
682,9570
683,136453
684,9728
685,138127
686,127188
687,77251
688,18924
689,59827
690,102285
691,27484
692,36162
693,80503
694,63476
695,104618
696,136464
697,28054
698,13487
699,234590
700,6183
701,120408
702,56382
703,146102
