,0
0,117934
1,244435
2,95613
3,77288
4,186391
5,153254
6,4149
7,100536
8,35729
9,68383
10,67209
11,9418
12,35229
13,143326
14,196336
15,203159
16,170990
17,96490
18,31048
19,112578
20,84661
21,49496
22,103350
23,120577
24,175805
25,218518
26,176048
27,199207
28,21547
29,63645
30,84836
31,160043
32,1696
33,171603
34,153003
35,48406
36,41606
37,147738
38,224919
39,196783
40,119682
41,29988
42,168047
43,36655
44,163173
45,156640
46,74627
47,187668
48,243913
49,216900
50,103468
51,158794
52,27949
53,33485
54,44797
55,228806
56,116753
57,160423
58,152298
59,197376
60,52383
61,104359
62,184369
63,83594
64,172104
65,236572
66,176197
67,2477
68,172824
69,147721
70,134539
71,189907
72,84274
73,210743
74,80560
75,59760
76,205084
77,12755
78,157738
79,77054
80,57466
81,234948
82,115987
83,237406
84,108861
85,46747
86,27650
87,75504
88,42169
89,227228
90,156708
91,235533
92,174663
93,32941
94,72513
95,93881
96,60978
97,110738
98,182362
99,194074
100,134274
101,139463
102,125431
103,63797
104,68122
105,171000
106,225278
107,104731
108,36251
109,77725
110,141285
111,82637
112,98050
113,136253
114,117342
115,171870
116,155656
117,176477
118,36011
119,218058
120,221286
121,204362
122,145580
123,107858
124,107011
125,208901
126,67876
127,101863
128,221307
129,99867
130,106116
131,79614
132,38759
133,240048
134,111429
135,113711
136,88892
137,149656
138,206554
139,171689
140,51279
141,15762
142,5745
143,192516
144,111363
145,108670
146,162743
147,79088
148,49853
149,78335
150,130692
151,14696
152,107339
153,26775
154,101750
155,149794
156,156893
157,229633
158,34040
159,105427
160,120245
161,9219
162,24351
163,187769
164,20618
165,36724
166,45136
167,131053
168,25283
169,11754
170,188148
171,12518
172,23147
173,180341
174,143518
175,192453
176,243251
177,112580
178,51873
179,172804
180,152455
181,40349
182,63227
183,72845
184,174727
185,176130
186,188467
187,224029
188,198041
189,214839
190,176011
191,57299
192,33403
193,194633
194,14283
195,43494
196,177878
197,88798
198,108593
199,95469
200,29775
201,160816
202,66294
203,18808
204,214392
205,160969
206,152725
207,230493
208,45324
209,238904
210,187342
211,119051
212,134888
213,43302
214,77782
215,224306
216,206941
217,125276
218,188169
219,116706
220,129216
221,97379
222,181069
223,37227
224,179889
225,122591
226,98303
227,116996
228,163163
229,113211
230,46974
231,217560
232,98139
233,215670
234,176785
235,29891
236,214841
237,107595
238,218798
239,103955
240,175857
241,200950
242,29797
243,104963
244,176855
245,158061
246,240309
247,166173
248,88924
249,11699
250,125423
251,158465
252,52845
253,176564
254,166008
255,69274
256,97818
257,61064
258,125154
259,209930
260,142113
261,58583
262,39701
263,12210
264,29053
265,42006
266,79911
267,183753
268,215046
269,162720
270,127518
271,118309
272,146366
273,187595
274,110524
275,169162
276,213610
277,159248
278,31266
279,237711
280,11532
281,208730
282,231774
283,242736
284,223083
285,229020
286,7826
287,56102
288,111403
289,89880
290,83602
291,5988
292,185127
293,158316
294,36755
295,21386
296,181923
297,58003
298,65448
299,163167
300,187437
301,119012
302,48178
303,53783
304,149768
305,221842
306,180215
307,39745
308,212770
309,77013
310,57463
311,227274
312,29530
313,204929
314,86005
315,53241
316,64878
317,66827
318,53213
319,201639
320,66533
321,158953
322,21709
323,96312
324,209182
325,119305
326,155173
327,158299
328,156393
329,57025
330,200366
331,106763
332,172297
333,117124
334,156712
335,205848
336,169774
337,220990
338,93101
339,116351
340,207834
341,212327
342,173656
343,167176
344,38861
345,128811
346,98456
347,29557
348,169756
349,245664
350,127688
351,168653
352,139794
353,178155
354,99757
355,158838
356,216965
357,28137
358,134505
359,32090
360,208319
361,153693
362,12026
363,133415
364,68872
365,96791
366,204347
367,70018
368,16604
369,189488
370,100779
371,87328
372,64846
373,67969
374,236280
375,173968
376,92118
377,196670
378,245148
379,214708
380,237141
381,125426
382,7988
383,51833
384,181491
385,55312
386,125933
387,169663
388,50869
389,69389
390,118831
391,18535
392,103772
393,59676
394,66574
395,191051
396,87899
397,175051
398,224645
399,138194
400,120339
401,16057
402,167270
403,162814
404,218835
405,43439
406,54037
407,192295
408,123874
409,3390
410,37313
411,197929
412,62510
413,93427
414,110995
415,62279
416,128287
417,42130
418,66070
419,156857
420,170444
421,8405
422,37696
423,119238
424,25334
425,77847
426,50969
427,1105
428,131415
429,113412
430,89556
431,123357
432,45375
433,121015
434,152246
435,188771
436,92053
437,126216
438,207740
439,44924
440,190445
441,136912
442,48266
443,214370
444,179403
445,27553
446,151074
447,188981
448,88783
449,9649
450,65950
451,150007
452,238779
453,191887
454,19684
455,102316
456,66271
457,43730
458,197279
459,21108
460,84491
461,216756
462,193527
463,157023
464,97561
465,205017
466,219862
467,217475
468,147153
469,39987
470,99331
471,65024
472,108928
473,210947
474,80423
475,166399
476,35001
477,156625
478,173996
479,81582
480,144353
481,162428
482,17979
483,231394
484,189095
485,88664
486,231428
487,240708
488,78896
489,24097
490,179409
491,55041
492,164985
493,223254
494,230382
495,199571
496,40029
497,47922
498,204536
499,229152
500,112804
501,89383
502,127399
503,225592
504,19964
505,144702
506,33146
507,239083
508,147004
509,118032
510,94249
511,157850
512,132192
513,52757
514,224262
515,59098
516,183784
517,189458
518,41110
519,3948
520,77955
521,72719
522,108039
523,165317
524,207512
525,101826
526,161478
527,83065
528,154925
529,115072
530,98670
531,106341
532,159743
533,66151
534,74186
535,24780
536,172753
537,176834
538,137841
539,61325
540,144574
541,133546
542,141079
543,234140
544,149925
545,222458
546,104333
547,19636
548,61327
549,55207
550,625
551,162345
552,138708
553,85008
554,243548
555,100757
556,51114
557,95172
558,198639
559,140561
560,112171
561,214705
562,75876
563,49164
564,185905
565,124530
566,237978
567,214086
568,160017
569,214781
570,62394
571,123174
572,187123
573,8009
574,219242
575,206074
576,189517
577,141076
578,219604
579,245243
580,234692
581,137128
582,188743
583,177341
584,242721
585,209351
586,212712
587,58321
588,22926
589,48160
590,81324
591,108977
592,233650
593,103041
594,239759
595,26666
596,59886
597,130536
598,103022
599,218466
600,125685
601,58721
602,189714
603,36731
604,190853
605,150090
606,125930
607,25462
608,113784
609,119601
610,167383
611,35601
612,6625
613,23424
614,28766
615,92322
616,137024
617,57885
618,57562
619,15969
620,136744
621,174212
622,149203
623,134503
624,173195
625,232523
626,41491
627,10894
628,155113
629,229189
630,224912
631,137182
632,102756
633,64787
634,131915
635,4395
636,12626
637,66199
638,238626
639,175566
640,3266
641,150698
642,194052
643,120542
644,162061
645,36685
646,112080
647,3061
648,124013
649,202460
650,63891
651,68684
652,187368
653,20590
654,207694
655,37360
656,238560
657,101635
658,165883
659,133968
660,238987
661,88680
662,151748
663,154330
664,113602
665,242390
666,162649
667,209569
668,113015
669,236577
670,163770
671,106346
672,7933
673,105293
674,1778
675,174498
676,126427
677,512
678,37419
679,135432
680,85163
681,69156
682,69778
683,92532
684,185770
685,229529
686,105464
687,130524
688,172886
689,14127
690,83664
691,22282
692,157963
693,182005
694,169501
695,11430
696,28262
697,217962
698,59731
699,56760
700,21504
701,4513
702,179293
703,97302
704,22391
705,168192
706,78675
707,23116
708,202313
709,218964
710,39390
711,166111
712,156441
713,28053
714,162067
715,245153
716,124291
717,125974
718,235931
719,68546
720,134437
721,70927
722,224417
723,185985
724,118800
725,215340
726,185445
727,113744
728,147083
729,141073
730,50285
731,140509
732,59602
733,202563
734,217457
735,5028
736,193770
737,208771
738,29453
739,74365
740,142836
741,25091
742,104686
743,170082
744,5903
745,46357
