,0
0,8015
1,165889
2,97233
3,204781
4,241896
5,69550
6,52724
7,171598
8,11724
9,10204
10,164356
11,149030
12,139778
13,141091
14,47471
15,43178
16,104727
17,123471
18,124273
19,140026
20,1370
21,3003
22,52151
23,182828
24,57843
25,75059
26,169178
27,127892
28,211726
29,192776
30,189715
31,155527
32,200813
33,204503
34,94232
35,165492
36,174873
37,135047
38,55315
39,229975
40,235975
41,138834
42,192988
43,48711
44,177446
45,158831
46,84801
47,191627
48,157450
49,28200
50,37819
51,180847
52,105500
53,193122
54,184612
55,163530
56,234243
57,9941
58,79747
59,24549
60,160979
61,200718
62,188826
63,125733
64,91844
65,192315
66,162927
67,217244
68,27926
69,110877
70,174166
71,1085
72,65580
73,209781
74,203603
75,84587
76,109594
77,156573
78,156820
79,2761
80,120938
81,99481
82,222931
83,117058
84,24748
85,3855
86,195204
87,128279
88,21505
89,194711
90,61968
91,40147
92,72548
93,28486
94,100227
95,124779
96,103926
97,20625
98,60584
99,242545
100,143418
101,23804
102,79555
103,204059
104,59560
105,205901
106,186904
107,128193
108,59745
109,85475
110,238324
111,181336
112,196974
113,215952
114,106178
115,185833
116,77031
117,214756
118,87292
119,219716
120,70823
121,90895
122,40235
123,199629
124,135804
125,88146
126,166578
127,135643
128,109510
129,74303
130,231103
131,209912
132,90428
133,37276
134,34605
135,67347
136,83043
137,2780
138,243781
139,39165
140,208966
141,161142
142,197017
143,110431
144,21985
145,20566
146,146766
147,32277
148,158374
149,165877
150,41412
151,155931
152,8874
153,163169
154,137089
155,62606
156,53356
157,44709
158,141751
159,232902
160,21525
161,94798
162,222549
163,9726
164,180774
165,6215
166,157353
167,20256
168,175040
169,144572
170,234693
171,240895
172,65910
173,111611
174,79953
175,77248
176,244223
177,2332
178,46740
179,54384
180,8433
181,95975
182,2012
183,170693
184,17236
185,194651
186,114419
187,160023
188,227546
189,144184
190,184709
191,153332
192,187038
193,58756
194,201589
195,108602
196,92631
197,2356
198,166907
199,195602
200,224507
201,177047
202,208481
203,171462
204,243965
205,76941
206,220316
207,222223
208,88235
209,228525
210,112256
211,122830
212,60099
213,16395
214,116241
215,98373
216,42487
217,110494
218,203708
219,218593
220,177480
221,103935
222,103423
223,137450
224,52485
225,167228
226,197487
227,14292
228,2265
229,136273
230,124141
231,148097
232,15989
233,204684
234,164839
235,39139
236,131941
237,109080
238,7016
239,231479
240,30378
241,181667
242,40844
243,7544
244,222327
245,220298
246,65479
247,242214
248,163198
249,202891
250,125801
251,90126
252,115028
253,181898
254,146607
255,217092
256,67594
257,94943
258,194613
259,157447
260,77107
261,147058
262,114781
263,196778
264,56180
265,150023
266,132617
267,35833
268,90924
269,43091
270,134047
271,21011
272,119202
273,205774
274,70957
275,97715
276,117536
277,190314
278,222488
279,90680
280,196982
281,165966
282,117105
283,154594
284,180757
285,150496
286,184614
287,52455
288,14837
289,79480
290,208676
291,29407
292,94150
293,187488
294,195412
295,39188
296,206864
297,235455
298,107376
299,115929
300,94272
301,202236
302,4621
303,198775
304,138659
305,4612
306,28533
307,224101
308,98228
309,41089
310,189667
311,80258
312,192548
313,221148
314,43552
315,87081
316,206080
317,42340
318,75124
319,121481
320,97771
321,144342
322,40392
323,211766
324,222916
325,96631
326,14080
327,77507
328,133151
