,0
0,199622
1,13668
2,183020
3,147100
4,84080
5,228851
6,234772
7,228537
8,115841
9,100376
10,18938
11,152162
12,104521
13,27369
14,234934
15,229925
16,143898
17,48211
18,71813
19,122461
20,24899
21,236753
22,60844
23,223556
24,49832
25,11439
26,216227
27,188271
28,90800
29,70517
30,111334
31,7277
32,105979
33,63483
34,24186
35,54946
36,100362
37,59893
38,123462
39,201744
40,97243
41,182863
42,244628
43,36126
44,26113
45,134243
46,138599
47,167218
48,91828
49,26468
50,208427
51,109173
52,59644
53,207080
54,234952
55,170104
56,87822
57,61262
58,27181
59,159449
60,50392
61,17998
62,224854
63,3745
64,230524
65,190928
66,140093
67,69368
68,130345
69,202689
70,229474
71,44245
72,90813
73,242284
74,162311
75,47012
76,42840
77,211943
78,50437
79,168533
80,136057
81,46773
82,35146
83,216745
84,70957
85,239807
86,94324
87,193076
88,20943
89,66988
90,74048
91,71174
92,162199
93,165603
94,134123
95,37608
96,214696
97,200546
98,218794
99,145419
100,167181
101,57854
102,56209
103,22519
104,111009
105,239594
106,208620
107,29260
108,71540
109,103906
110,73891
111,198377
112,224698
113,215140
114,3928
115,118271
116,9580
117,144068
118,146934
119,89633
120,168748
121,174583
122,177297
123,151181
124,219999
125,118040
126,207126
127,48227
128,61469
129,108179
130,231151
131,190786
132,219510
133,226339
134,234071
135,132923
136,5694
137,107945
138,216957
139,96766
140,100285
141,165504
142,148492
143,185778
144,135214
145,205253
146,32062
147,147527
148,230929
149,50490
150,241406
151,167951
152,140297
153,110487
154,11591
155,148595
156,106742
157,200983
158,162655
159,94460
160,185815
161,205715
162,47424
163,216368
164,49785
165,211709
166,174024
167,27130
168,217366
169,223535
170,129069
171,226483
172,42876
173,6282
174,88205
175,73187
176,85587
177,195087
178,159177
179,15403
180,242464
181,22491
182,101178
183,139056
184,166185
185,238622
186,147272
187,141183
188,28493
189,113796
190,91677
191,114210
192,79153
193,243719
194,223477
195,58337
196,129473
197,9173
198,89748
199,235998
200,130138
201,180156
202,175785
203,210274
204,178479
205,89289
206,175207
207,128158
208,2529
209,38652
210,59296
211,89593
212,168520
213,59106
214,30666
215,206849
216,198867
217,72646
218,5207
219,213627
220,181525
221,102164
222,195792
223,151463
224,212345
225,91414
226,191281
227,30796
228,57690
229,186119
230,156881
231,42831
232,19434
233,139422
234,157848
235,168253
236,224466
237,51370
238,197307
239,237180
240,61528
241,2765
242,234534
243,90565
244,136211
245,194290
246,56927
247,127817
248,63885
249,126003
250,185798
251,226378
252,48976
253,85415
254,144015
255,52216
256,143971
257,172613
258,203636
259,159994
260,138252
261,109624
262,130470
263,24668
264,84401
265,117162
266,91202
267,212565
268,1241
269,214043
270,140990
271,138255
272,217159
273,233579
274,135806
275,6910
276,89693
277,240147
278,215492
279,75359
280,233027
281,146344
282,144915
283,243406
284,178292
285,162000
286,240689
287,1995
288,40170
289,180054
290,155135
291,159531
292,235006
293,86927
294,41599
295,78133
296,215490
297,1003
298,160241
299,185447
300,130413
301,51118
302,129738
303,158371
304,149627
305,14177
306,58351
307,54142
308,244870
309,18953
310,177129
311,189678
312,126176
313,217343
314,72580
315,197221
316,62584
317,136368
318,138995
319,74469
320,93885
321,227352
322,235788
323,174322
324,59352
325,89951
326,113155
327,48557
328,213538
329,6226
330,68754
331,41958
332,51052
333,39457
334,49163
335,218147
336,243939
337,244807
338,130116
339,244961
340,70988
341,229785
342,208790
343,124363
344,89761
345,60892
346,43956
347,189198
348,24562
349,209953
350,135209
351,122049
352,92159
353,165782
354,220249
355,222591
356,73172
357,87796
358,229180
359,135929
360,213924
361,233735
362,223373
363,149228
364,147145
365,235120
366,240726
367,129636
368,3606
369,171192
370,216792
371,12153
372,77855
373,126841
374,17320
375,181822
376,189641
377,17317
378,157083
379,106599
380,97111
381,115916
382,184147
383,14804
384,15726
385,166885
386,70249
387,113968
388,59972
389,33068
390,170897
391,224842
392,108570
393,75075
394,88829
395,144762
396,94220
397,179427
398,31947
399,214593
400,171739
401,122222
402,66793
403,33892
404,141055
405,215040
406,58558
407,128097
408,47992
409,164399
410,43695
411,135624
412,228478
413,207254
414,4918
415,82276
416,190515
417,168043
418,234185
419,80195
420,194960
421,64895
422,48570
423,84168
424,207683
425,62045
426,190796
427,14116
428,35683
429,84194
430,41695
431,127881
432,105346
433,146000
434,106070
435,190696
436,82555
437,50316
438,236285
439,35019
440,125992
441,245158
442,151276
443,218584
444,70610
445,26368
446,192910
447,155017
448,223069
449,198892
450,92003
451,201854
452,202984
453,221623
454,19934
455,184856
456,152297
457,144633
458,156032
459,1813
460,81093
461,133499
462,15369
463,143817
464,155755
465,84884
466,84977
467,7160
468,175871
469,207607
470,116283
471,21068
472,94391
473,56677
474,46483
475,115870
476,219696
477,197187
478,20559
479,115607
