,0
0,2755
1,159532
2,157648
3,179462
4,200618
5,195995
6,97409
7,163240
8,44418
9,21328
10,88227
11,103778
12,55714
13,48618
14,122587
15,19368
16,13532
17,55123
18,129670
19,97017
20,96613
21,164739
22,105111
23,123732
24,71665
25,232445
26,77715
27,23204
28,205156
29,178243
30,228278
31,132538
32,194020
33,41621
34,84962
35,53694
36,6449
37,190176
38,47111
39,136493
40,219283
41,87106
42,129581
43,80534
44,49270
45,201678
46,230491
47,13194
48,146775
49,192806
50,216811
51,30336
52,182898
53,99580
54,120190
55,152039
56,21983
57,245194
58,158266
59,203377
60,172775
61,155436
62,77099
63,191164
64,204253
65,226673
66,52711
67,14775
68,12999
69,53859
70,20526
71,215242
72,128851
73,107081
74,26560
75,140508
76,187468
77,105233
78,221108
79,107893
80,102899
81,141996
82,5018
83,149179
84,138578
85,223578
86,152539
87,26118
88,109907
89,195623
90,96288
91,93281
92,136618
93,201173
94,195881
95,166227
96,239630
97,125763
98,28086
99,206620
100,175410
101,135153
102,12618
103,147626
104,155190
105,170178
106,149496
107,51380
108,216447
109,101235
110,177689
111,200467
112,7541
113,97628
114,66974
115,3908
116,76414
117,233933
118,184419
119,235637
120,116081
121,23886
122,220387
123,219332
124,92681
125,237953
126,2765
127,141576
128,123452
129,90960
130,67637
131,157375
132,32348
133,36722
134,120584
135,47439
136,15761
137,35728
138,71561
139,158187
140,238945
141,57202
142,187128
143,82165
144,167097
145,63226
146,181627
147,101290
148,100330
149,202455
150,134329
151,188362
152,16926
153,232527
154,86318
155,198107
156,50579
157,231631
158,232099
159,7622
160,20458
161,69127
162,236232
163,167151
164,46071
165,49817
166,73202
167,224793
168,209458
169,208361
170,237460
171,186552
172,177676
173,70940
174,227069
175,168710
176,22370
177,85113
178,41766
179,176979
180,56112
181,147618
182,103786
183,223168
184,142045
185,99893
186,224716
187,47514
188,28605
189,100702
190,160895
191,243175
192,155713
193,202687
194,219201
195,73986
196,218708
197,240266
198,208861
199,155708
200,127118
201,119487
202,7022
203,60824
204,58437
205,205483
206,207931
207,75329
208,84001
209,203027
210,58146
211,50200
212,111008
213,135068
214,156593
215,158401
216,191316
217,137339
218,43893
219,213046
220,129926
221,90242
222,215508
223,35701
224,103438
225,136976
226,12093
227,240116
228,172358
229,55547
230,103562
231,179326
232,78076
233,37140
234,232925
235,86884
236,122810
237,132746
238,32822
239,191908
240,1163
241,84665
242,226226
243,55855
244,93486
245,101529
246,141972
247,36139
248,101796
249,85347
250,162147
251,162301
252,180841
253,110321
254,189400
255,216663
256,116033
257,165419
258,128211
259,47602
260,48756
261,43472
262,127310
263,24061
264,197964
265,108887
266,21277
267,159953
268,102680
269,194675
270,98823
271,204156
272,221872
273,166874
274,213612
275,236022
276,57535
277,17536
278,133572
279,187436
280,42424
281,206250
282,212429
283,51434
284,100549
285,112584
286,44680
287,158025
288,138604
289,136056
290,239538
291,49928
292,220574
293,222020
294,146324
295,166207
296,43941
297,201465
298,189548
299,202485
300,104100
301,41980
302,134839
303,141286
304,103084
305,192912
306,240023
307,29210
308,40037
309,116206
310,219322
311,150739
312,241500
313,55503
314,163599
315,138716
316,48861
317,179911
318,207380
319,108079
320,149502
321,26445
322,107975
323,229708
324,117403
325,118156
326,66665
327,113396
328,234078
329,201698
330,227327
331,13934
332,195569
333,15528
334,118015
335,186071
336,80203
337,232008
338,54697
339,181414
340,180324
341,121508
342,193689
343,40475
344,239644
345,37737
346,161026
347,88734
348,14193
349,218217
350,87872
351,71756
352,190631
353,141949
354,213449
355,243522
356,7740
357,52392
358,23242
359,238022
360,138522
361,180697
362,89708
363,236333
364,5503
365,231906
366,232613
367,53938
368,36584
369,163406
370,104299
371,222631
372,243193
373,151584
374,159790
375,199416
376,173109
377,61384
378,171884
379,188907
380,195783
381,11048
382,15620
383,95902
384,29617
385,217407
386,14559
387,243019
388,43906
389,59659
390,187881
391,141733
392,221614
393,211256
394,22242
395,234386
396,157638
397,112825
398,88274
399,158030
400,292
401,208395
402,69020
403,91863
404,140142
405,238045
406,97147
407,223307
408,84540
409,80889
410,238011
411,88354
412,141332
413,48002
414,36082
415,54085
416,140588
417,26637
418,193914
419,150631
420,190092
421,127638
422,166324
423,123331
424,39408
425,36096
426,83822
427,66643
428,226852
429,113400
430,221450
431,168964
432,170677
433,212283
434,47164
435,112176
436,100577
437,37812
438,47140
439,145838
440,216363
441,212032
442,237351
443,66501
444,101841
445,63568
446,42712
447,231262
448,124448
449,213566
450,209818
451,201247
452,182425
453,560
454,137190
455,203440
456,235235
457,225817
458,142373
459,219987
460,117877
461,49748
462,108422
463,58468
464,134326
465,79571
466,226995
467,204588
468,168844
469,221580
470,204204
471,139003
472,238754
473,4922
474,171238
475,228764
476,27146
477,110780
478,173003
479,63324
480,119404
481,159869
482,190242
483,109207
484,73047
485,173298
486,200784
487,78019
488,170705
489,193453
490,91019
491,73168
492,186157
493,189134
494,225947
495,28277
496,130118
497,237715
498,195699
499,239355
500,186118
501,195915
502,195308
503,105781
504,12564
505,238307
506,128610
507,157136
508,196442
509,10325
510,233671
511,213711
512,126029
513,83052
514,14844
515,22630
516,205173
517,52275
518,87785
519,121892
520,85608
521,165734
522,59380
523,234272
524,159887
525,207190
526,214194
527,74916
528,26633
529,222250
530,124959
531,8610
532,147388
533,157849
534,34073
535,192738
536,195891
537,78391
538,54720
539,184248
540,217276
541,128008
542,12637
543,58432
544,167126
545,29790
546,175477
547,103948
548,147819
549,6969
550,136775
551,26841
552,47777
553,39792
554,182284
555,176419
556,59560
557,42677
558,186867
559,191981
560,124558
561,35008
562,49540
563,103534
564,455
565,159211
566,20572
567,58888
568,212502
569,48381
570,64918
571,146633
572,206563
573,80805
574,193008
575,49364
576,184357
577,72909
578,201801
579,240252
580,45662
581,5962
582,197615
583,79411
584,233520
585,19284
586,94786
587,100775
588,77614
589,107031
590,184704
591,201355
592,20874
593,210368
594,86097
595,93513
596,152245
597,238346
598,29771
599,179593
600,132036
601,90082
602,57017
603,77780
604,67730
605,203540
606,76786
607,242604
608,159187
609,231683
610,177686
611,160911
612,131856
613,121649
614,162549
615,196335
616,3147
617,103272
618,173147
619,33200
620,125221
621,112014
622,113773
623,240346
624,216622
625,214463
626,160604
627,93732
628,175257
629,111366
630,200531
631,72474
632,94827
633,101303
634,180720
635,228789
636,189431
637,149196
638,77461
639,150423
640,160143
641,111643
642,126022
643,127112
644,107391
645,186774
646,56073
647,130770
648,116445
649,160006
650,79681
651,227060
652,133024
653,59640
654,223954
655,137488
656,195960
657,193665
658,116474
659,135673
660,140261
661,21913
662,61430
663,99997
664,35220
665,173598
666,63377
667,183348
668,58502
669,5585
670,106813
671,202348
672,36674
673,243379
674,112904
675,189469
676,152880
677,74912
678,2093
679,241519
680,42440
681,1851
682,188265
683,62294
684,110150
685,198982
686,82357
687,186116
688,230282
689,76767
690,160167
691,37975
692,124935
693,41916
694,32268
695,90770
696,185657
697,58967
698,209147
699,146705
700,6697
701,115310
702,5418
703,90153
704,153066
705,101274
706,215271
707,80923
708,207497
709,133372
710,109237
711,68473
712,99339
713,150504
714,131397
715,154418
716,144329
717,240765
718,88397
719,141497
720,8780
721,192591
722,82371
723,100216
724,75430
725,30986
726,168234
727,135845
728,57432
729,139936
730,137789
731,235555
732,180297
733,191936
734,95158
735,434
736,79762
737,95867
738,64832
739,34516
740,142455
741,53814
742,137582
743,224078
744,58015
745,83423
746,180310
747,240039
748,93837
749,225015
750,211887
751,54401
752,17449
753,84772
754,107143
755,30738
756,118047
757,11547
758,71840
759,20962
760,158213
761,219297
762,214084
763,26517
764,481
765,25161
766,211118
767,203298
768,245202
769,240083
770,160186
771,176073
772,209039
773,186739
774,76486
775,96016
776,129929
777,39826
778,4538
779,220095
780,153105
781,136491
782,157482
783,227108
784,237210
785,237613
786,200713
787,161630
788,222801
789,227191
790,3351
791,90491
792,155555
793,180123
794,67721
795,150575
796,229915
797,92294
798,55442
799,211175
800,233053
801,214457
802,88995
803,220963
804,231401
805,203267
806,23106
807,6953
808,152650
809,240456
810,235619
811,72935
812,19848
813,158177
814,44485
815,241637
816,40629
817,66179
818,220035
819,133238
820,95721
821,141164
822,112974
823,176727
824,117238
825,234766
826,118826
827,82046
828,237764
829,40544
830,63239
831,51251
832,165338
833,229185
834,132181
835,2517
836,91618
837,35735
838,197742
839,150903
840,216423
841,58225
842,196397
843,8270
844,199094
845,202575
846,29147
847,15883
848,153099
849,31616
850,226769
851,206655
852,151172
853,164763
854,149798
855,103744
856,211865
857,81103
858,152785
859,135998
860,100661
861,230104
862,3033
863,131340
864,165495
865,141884
866,175329
867,69799
868,202735
869,199879
870,115258
871,180904
872,234575
873,11969
874,209543
875,83056
876,64060
877,191285
878,42852
879,233492
880,243796
881,10315
882,62985
883,172101
884,90985
885,179557
886,153586
887,168999
888,86717
889,242512
890,61779
891,81917
892,146910
893,79552
894,64448
895,186342
896,191996
897,241900
898,128917
899,115621
900,1643
901,232171
902,46777
903,82117
904,208972
905,102622
906,206813
907,77066
908,151406
909,73741
910,77334
911,193404
912,54333
913,179873
914,167863
915,226688
916,24142
917,204705
918,1250
919,55468
920,172768
921,72878
922,233391
923,116732
924,12830
925,112961
926,40770
927,146741
928,152271
929,203240
930,186883
931,226627
932,63987
933,198566
934,77842
935,213738
936,44710
937,206506
938,4091
939,208001
940,48535
941,157716
942,90584
943,200900
944,245015
945,57715
946,214929
947,29936
948,9645
949,136958
950,233055
951,190181
952,13249
953,140276
954,112657
955,155498
956,14307
957,27248
958,77963
959,99216
960,52983
961,44219
962,121537
963,49424
964,38534
965,236903
966,121349
967,78229
968,103429
969,118004
970,215220
971,152106
972,223570
973,140728
974,186004
975,222112
976,684
977,135302
