,0
0,99823
1,245115
2,24722
3,213175
4,76313
5,56488
6,18197
7,144881
8,21570
9,194698
10,241994
11,76638
12,55870
13,99316
14,200188
15,39571
16,65315
17,41142
18,180054
19,218959
20,101699
21,108169
22,218352
23,155514
24,203071
25,106161
26,186912
27,128891
28,32655
29,238431
30,57832
31,70548
32,192450
33,56180
34,241021
35,103865
36,230937
37,200575
38,1266
39,169272
40,103163
41,232578
42,177887
43,47307
44,183449
45,181244
46,124945
47,181361
48,133029
49,186778
50,182149
51,211377
52,184535
53,190230
54,100484
55,169874
56,238124
57,243332
58,205174
59,127335
60,26477
61,88066
62,176824
63,76217
64,186817
65,182373
66,103289
67,58284
68,241892
69,172710
70,204811
71,223800
72,89854
73,157553
74,67893
75,96628
76,102056
77,115481
78,48654
79,60393
80,33990
81,202872
82,128469
83,74462
84,176055
85,115423
86,199781
87,85844
88,187964
89,53646
90,149482
91,41869
92,174530
93,142765
94,174077
95,164206
96,152261
97,34836
98,135511
99,92820
100,174539
101,237105
102,240255
103,164562
104,208136
105,112711
106,130171
107,117216
108,103970
109,172807
110,28544
111,41327
112,130316
113,88086
114,147224
115,59000
116,37036
117,165874
118,140806
119,156978
120,103842
121,94302
122,108687
123,75858
124,132683
125,20925
126,70662
127,90365
128,122395
129,103141
130,57517
131,112474
132,14405
133,46239
134,111518
135,198995
136,75527
137,237248
138,209645
139,86520
140,18357
141,24219
142,99848
143,86041
144,156245
145,178922
146,14259
147,199251
148,182089
149,207014
150,100708
151,185932
152,142990
153,168913
154,169797
155,204021
156,91751
157,118660
158,47302
159,234174
160,237116
161,68
162,165688
163,30722
164,112137
165,22356
166,24030
167,179757
168,97110
169,170661
170,223759
171,43345
172,56829
173,180419
174,176257
175,218756
176,63686
177,215943
178,67505
179,53413
180,87604
181,38464
182,15968
183,112845
184,70598
185,158110
186,217284
187,111042
188,199892
189,116382
190,212781
191,98468
192,197173
193,71313
194,228772
195,111887
196,12695
197,195874
198,145888
199,148714
200,235124
201,29657
202,60740
203,77499
204,92182
