,0
0,70306
1,137727
2,12447
3,119957
4,197602
5,1163
6,56863
7,76731
8,8569
9,114533
10,203741
11,193544
12,74936
13,137873
14,105902
15,134316
16,219665
17,80247
18,60222
19,209457
20,120676
21,44192
22,128714
23,219226
24,81949
25,200604
26,49070
27,224611
28,191531
29,117000
30,69607
31,52735
32,101230
33,70714
34,36601
35,210303
36,78627
37,92991
38,200608
39,100588
40,60799
41,95129
42,176629
43,7120
44,119948
45,125737
46,85384
47,135226
48,102630
49,8100
50,31224
51,45925
52,72194
53,74361
54,237354
55,29739
56,165910
57,13483
58,118482
59,102625
60,213772
61,170741
62,68185
63,203816
64,166278
65,139025
66,109405
67,657
68,180578
69,131102
70,93650
71,70924
72,158229
73,181912
74,45557
75,204276
76,64546
77,74954
78,70689
79,188651
80,147269
81,209009
82,216529
83,30115
84,110943
85,120450
86,179849
87,177374
88,146634
89,59373
90,157034
91,212721
92,133602
93,111738
94,189329
95,67943
96,143881
97,90608
98,209657
99,67401
100,59535
101,12254
102,193540
103,231482
104,64726
105,22711
106,17690
107,96468
108,109605
109,152276
110,13801
111,245476
112,19434
113,168183
114,23976
115,73395
116,173986
117,229460
118,4203
119,80030
120,236084
121,158244
122,215721
123,137985
124,151025
125,136151
126,782
127,81009
128,208935
129,139609
130,244322
131,31764
132,34957
133,48269
134,107507
135,160280
136,119914
137,148947
138,155789
139,106402
140,200442
141,131619
142,188703
143,173250
144,140314
145,197686
146,104539
147,106337
148,208012
149,231222
150,80691
151,91180
152,73482
153,190876
154,91249
155,151733
156,111849
157,93621
158,211636
159,152527
160,160114
161,141961
162,106880
163,18729
164,166429
165,90821
166,212027
167,24556
168,162772
169,154812
170,231327
171,201488
172,33345
173,180108
174,58374
175,489
176,34187
177,192837
178,139600
179,72529
180,11748
181,142701
182,124583
183,243092
184,75421
185,55023
186,214069
187,49211
188,34265
189,78772
190,7404
191,90732
192,215798
193,221554
194,24946
195,176362
196,41183
197,170158
198,7264
199,73897
200,211658
201,233040
202,152158
203,154150
204,87862
205,238593
206,87659
207,37797
208,185708
209,210602
210,222437
211,233742
212,206004
213,108274
214,113256
215,110404
216,72900
217,55345
218,88517
219,55745
220,133362
221,37740
222,45564
223,119083
224,120843
225,218298
226,50337
227,63695
228,108596
229,206424
230,103707
231,74054
232,24389
233,90428
234,34974
235,101133
236,236063
237,199115
238,111388
239,170706
240,162378
241,74119
242,185274
243,210470
244,69910
245,38277
246,191067
247,190348
248,41168
249,106405
250,42366
251,179551
252,100426
253,241526
254,19270
255,85489
256,166341
257,172776
258,46999
259,216663
260,216183
261,55047
262,211176
263,74514
264,30545
265,30630
266,196221
267,181663
268,83064
269,123319
270,153392
271,112439
272,43722
273,196523
274,162051
275,9966
276,114997
277,171650
278,8833
279,72099
280,68338
281,105328
282,235774
283,50093
284,232908
285,184358
286,67893
287,82905
288,129801
289,238325
290,30368
291,152798
292,88324
293,123451
294,10976
295,125877
296,121293
297,49731
298,74444
299,176030
300,188908
301,67926
302,141261
303,202699
304,45229
305,70521
306,230131
307,110058
308,162438
309,155802
310,179822
311,8201
312,93035
313,221152
314,43864
315,39883
316,49409
317,123279
318,25949
319,12152
320,176900
321,148066
322,88025
323,77665
324,115566
325,176631
326,18369
327,47914
328,103247
329,69775
330,50332
331,1097
332,221724
333,185360
334,220322
335,3376
336,49104
337,185410
338,228695
339,147575
340,5840
341,64179
342,67773
343,222211
344,27900
345,133237
346,207939
347,204453
348,33376
349,156259
350,64104
351,187027
352,46096
353,9327
354,16366
355,157450
356,132101
357,177324
358,8696
359,191461
360,170194
361,44977
362,102984
363,28561
364,226805
365,18495
366,187168
367,180407
368,44771
369,102454
370,211687
371,89756
372,124162
