,0
0,40317
1,213274
2,169400
3,113046
4,33541
5,150290
6,137640
7,215708
8,244170
9,15545
10,30317
11,188233
12,9311
13,31285
14,207939
15,34391
16,188290
17,200046
18,2808
19,7645
20,124935
21,98605
22,44290
23,113140
24,184190
25,69625
26,139503
27,80591
28,75776
29,76403
30,114323
31,61531
32,85541
33,60781
34,6222
35,211869
36,5531
37,83033
38,210254
39,30075
40,112504
41,60109
42,237849
43,232291
44,202385
45,216939
46,201150
47,213574
48,12927
49,149780
50,3111
51,145912
52,163421
53,90336
54,107355
55,159167
56,141741
57,17793
58,113974
59,41996
60,51287
61,21043
62,32461
63,46595
64,234496
65,76984
66,28722
67,121716
68,154561
69,48644
70,162091
71,4288
72,224523
73,3982
74,242529
75,107490
76,14922
77,149171
78,22659
79,204690
80,20094
81,60714
82,168282
83,2894
84,167895
85,200788
86,104518
87,128484
88,122296
89,242006
90,152889
91,201857
92,138411
93,57555
94,230283
95,44839
96,213377
97,64030
98,244959
99,52375
100,78061
101,79645
102,156323
103,142577
104,216050
105,116388
106,84711
107,224921
108,116725
109,59746
110,113222
111,54505
112,139975
113,241018
114,1441
115,92488
116,41743
117,102388
118,147828
119,72988
120,84998
121,27763
122,70922
123,194655
124,216304
125,102077
126,234237
127,198032
128,209237
129,150452
130,41341
131,66514
132,56574
133,137050
134,1081
135,103045
136,18781
137,27184
138,87882
139,140941
140,210149
141,177032
142,137054
143,30391
144,229254
145,213181
146,238814
147,186376
148,237433
149,94539
150,234109
151,218134
152,116862
153,35897
154,153419
155,58306
156,153251
157,195532
158,20361
159,26877
160,115802
161,152303
162,37980
163,81695
164,157343
165,123342
166,183033
167,109587
168,222718
169,166870
170,6459
171,215451
172,13748
173,64610
174,29686
175,89477
176,234766
177,169171
178,228525
179,236353
180,139286
181,75532
182,70162
183,242751
184,104770
185,232739
186,56655
187,4384
188,145252
189,47502
190,228004
191,47491
192,108611
193,50295
194,197083
195,101419
196,171751
197,224046
198,111671
199,193098
200,237800
201,1958
202,116985
203,193213
204,165676
205,184306
206,144355
207,112168
208,76537
209,43276
210,146872
211,243087
212,69769
213,148256
214,81641
215,114225
216,28959
217,30664
218,240413
219,33898
220,86585
221,188382
222,16874
223,96125
224,60988
225,229016
226,60171
227,13033
228,188326
229,231997
230,199930
231,137331
232,15422
233,298
234,88799
235,211986
236,104222
237,42435
238,98011
239,218474
240,198852
241,154474
242,240295
243,56699
244,243754
245,52538
246,201499
247,143728
248,144220
249,210653
250,32287
251,170903
252,43711
253,46289
254,137715
255,164680
256,166242
257,107419
258,66823
259,52817
260,54723
261,163301
262,122516
263,164515
264,191382
265,90938
266,224378
267,103963
268,62747
269,28780
270,242853
271,15550
272,56211
273,130680
274,21765
275,179034
276,229313
277,128997
278,9163
