,0
0,151818
1,97612
2,27095
3,106668
4,9320
5,10482
6,154892
7,132357
8,225660
9,94586
10,68248
11,145244
12,63354
13,89387
14,139682
15,209342
16,209113
17,76023
18,49879
19,231701
20,78262
21,208939
22,156015
23,221141
24,64753
25,165215
26,1634
27,200282
28,110878
29,7422
30,124846
31,196875
32,68757
33,150363
34,12755
35,23095
36,234897
37,230462
38,81169
39,124536
40,154133
41,145480
42,36265
43,217805
44,185443
45,131144
46,79567
47,111684
48,111381
49,146504
50,145871
51,15264
52,20475
53,17335
54,75360
55,135473
56,165191
57,236804
58,91067
59,164547
60,188449
61,56331
62,18150
63,106133
64,86255
65,164858
66,8008
67,50781
68,201781
69,135355
70,78367
71,161220
72,33055
73,124224
74,139353
75,124399
76,145917
77,191746
78,208859
79,16917
80,33415
81,131504
82,117356
83,178801
84,80527
85,196803
86,134967
87,100438
88,115560
89,219690
90,200032
91,162397
92,3386
93,152699
94,57210
95,180809
96,68569
97,36355
98,31018
99,142281
100,160059
101,85583
102,151049
103,123502
104,222954
105,23867
106,164271
107,100791
108,193046
109,98607
110,159346
111,116739
112,136381
113,128517
114,41710
115,186683
116,215440
117,144405
118,158494
119,223317
120,126998
121,27669
122,173189
123,65440
124,134669
125,16691
126,138423
127,126766
128,93506
129,118619
130,83038
131,100779
132,119212
133,208746
134,90831
135,151727
136,175956
137,7038
138,101309
139,68476
140,183601
141,53939
142,195428
143,45034
144,61163
145,222183
146,197369
147,62692
148,228849
149,72745
150,134745
151,101005
152,62783
153,222572
154,204330
155,198420
156,214676
157,186149
158,136610
159,215795
160,15321
161,220499
162,112752
163,21444
164,206575
165,140492
166,4479
167,115536
168,8228
169,28464
170,75024
171,162359
172,171999
173,206276
174,229412
175,163754
176,72455
177,54180
178,133024
179,149237
180,134869
181,160974
182,142480
183,107221
184,220479
185,237350
186,190659
187,40713
188,101913
189,52655
190,13334
191,63769
192,192354
193,70597
194,206076
195,90266
196,27949
197,170996
198,109869
199,97864
200,83143
201,39907
202,106865
203,144892
204,113454
205,204635
206,124854
207,179248
208,206010
209,204556
210,2657
211,191275
212,142520
213,4264
214,144159
215,181374
216,84265
217,91989
218,122036
219,121029
220,223699
221,191362
222,102202
223,165569
224,150093
225,48285
226,116997
227,195341
228,139436
229,61672
230,114737
231,221364
232,119165
233,125565
234,44784
235,133877
236,34965
237,129778
238,41274
239,148997
240,79216
241,1611
242,145183
243,123605
244,231812
245,105374
246,87115
247,140412
248,131536
249,221346
250,211294
251,40587
252,199573
253,169142
254,117665
255,205216
256,35590
257,22613
258,114638
259,212084
260,170905
261,155437
262,144102
263,69021
264,192353
265,27435
266,26927
267,125194
268,60674
269,128837
270,204716
271,199309
272,169582
273,59082
274,181985
275,57767
276,89856
277,23290
278,220920
279,100421
280,218816
281,125233
282,155153
283,132505
284,86879
285,143956
286,70397
287,31641
288,85803
289,58344
290,218717
291,38191
292,94607
293,208286
294,179467
295,155341
296,77740
297,34486
298,175575
299,225358
300,29377
301,208187
302,26012
303,193699
304,100636
305,20913
306,16190
307,206306
308,122543
309,193180
310,147000
311,213895
312,64265
313,149118
314,72959
315,17214
316,178122
317,44922
318,51179
319,104904
320,132896
321,198244
322,71280
323,28093
324,94217
325,158943
326,244764
327,2908
328,187424
329,150502
330,23003
331,171232
332,242579
333,9438
334,157423
335,156176
