,0
0,207249
1,171394
2,10039
3,134278
4,49081
5,62968
6,123938
7,11288
8,195035
9,96618
10,153681
11,55181
12,18588
13,56095
14,210290
15,137260
16,202720
17,92023
18,225117
19,148183
20,168155
21,200007
22,38884
23,153669
24,155750
25,231555
26,123234
27,244027
28,231781
29,73375
30,227862
31,147157
32,33533
33,225606
34,210790
35,81371
36,102425
37,167457
38,202044
39,125593
40,189735
41,112874
42,10571
43,169249
44,110520
45,28292
46,93599
47,145416
48,81018
49,194925
50,7379
51,194098
52,207598
53,40736
54,108184
55,23600
56,57410
57,46052
58,35540
59,146501
60,164145
61,161846
62,62865
63,107733
64,240883
65,78036
66,34557
67,242605
68,120496
69,134247
70,170077
71,117316
72,85755
73,122417
74,76625
75,56628
76,37426
77,40165
78,57768
79,122033
80,206247
81,231292
82,230943
83,51357
84,170274
85,170531
86,69599
87,7617
88,154788
89,36656
90,212012
91,218666
92,62651
93,78435
94,140168
95,221239
96,146057
97,148205
98,99926
99,113730
100,30036
101,201324
102,108703
103,39277
104,41105
105,35904
106,12682
107,180918
108,105
109,226863
110,226390
111,31672
112,112104
113,217562
114,201748
115,160965
116,214683
117,45268
118,182193
119,222301
120,159748
121,116850
122,161689
123,239441
124,178219
125,48520
126,131201
127,91524
128,199640
129,31377
130,100156
131,69049
132,151812
133,214961
134,167518
135,41655
136,52834
137,156982
138,115326
139,218556
140,83097
141,66875
142,22394
143,184449
144,210812
145,49116
146,56415
147,14451
148,213424
149,115906
150,173235
151,60295
152,193889
153,148696
154,62234
155,222040
156,33739
157,86882
158,161464
159,181112
160,200103
161,224702
162,56647
163,5081
164,230065
165,231917
166,81819
167,140181
168,119583
169,48537
170,73405
171,201413
172,210172
173,10035
174,223238
175,8241
176,128735
177,232988
178,82940
179,45124
180,189383
181,196006
182,100823
183,13366
184,24611
185,176694
186,57801
187,218124
188,245015
189,2177
190,82233
191,114034
192,219737
193,168996
194,131108
195,202830
196,91392
197,119819
198,117388
199,217016
200,158951
201,30643
202,181081
203,50495
204,115658
205,74676
206,58970
207,16761
208,40179
209,3238
210,30563
211,141570
212,219731
213,143466
214,149023
215,169210
216,183899
217,6974
218,60665
219,81656
220,21687
221,57364
222,175610
223,42317
224,68231
225,176417
226,144003
227,24721
228,235665
229,237019
230,147678
231,188083
232,136773
233,176921
234,216575
235,166860
236,54963
237,219815
238,218101
239,119373
240,167019
241,25681
242,62301
243,149835
244,22172
245,7359
246,46055
247,63681
248,21395
249,115852
250,179492
251,197388
252,207275
253,2257
254,108365
255,81340
256,230175
257,80377
258,156938
259,198252
260,153835
261,21461
262,142501
263,104272
264,204177
265,243107
266,35212
267,55692
268,239872
269,73246
270,79674
271,203008
272,236276
273,77821
274,175686
275,20153
276,16869
277,94305
278,146815
279,159947
280,146386
281,224419
282,69615
283,68757
284,53639
285,131237
286,233484
287,42749
288,5655
289,50811
290,229433
291,38517
292,179131
293,197191
294,17065
295,92141
296,122754
297,243939
298,231285
299,134007
300,62941
301,173234
302,233471
303,104062
304,133870
305,154904
306,148420
307,98743
308,120343
309,106484
310,204420
311,10383
312,235256
313,65200
314,98161
315,208129
316,68326
317,4749
318,226622
319,108836
320,237966
321,151785
322,62563
323,123376
324,71272
325,149489
326,51683
327,124920
328,66111
329,56842
330,28335
331,58014
332,194415
333,49728
334,109454
335,237889
336,1996
337,148162
338,167100
339,19535
340,229418
341,214347
342,240662
343,176976
344,62231
345,113026
346,97640
347,59849
348,197228
349,220507
350,74966
351,13846
352,128619
353,147627
354,100997
355,196155
356,91872
357,245650
358,240459
359,182332
360,16959
361,134156
362,61676
363,49137
364,51535
365,200959
366,84
367,80797
368,140392
369,232170
370,85098
371,179281
372,8002
373,202225
374,221989
375,7200
376,66498
377,149620
378,55694
379,224488
380,204566
381,37467
382,201786
383,210831
384,129739
385,186073
386,41057
387,64995
388,214603
389,240336
390,36314
391,142615
392,142971
393,92024
394,25643
395,216539
396,151073
397,101612
398,196681
399,99041
400,77434
401,94774
402,209269
403,45329
404,202896
405,241510
406,48906
407,198753
408,108139
409,42570
410,220627
411,8056
412,73590
413,236362
414,123475
415,116656
416,35830
417,165259
418,169215
419,231101
420,47785
421,31214
422,106679
423,130313
424,123256
425,70100
426,143781
427,150316
428,179153
429,20980
430,221255
431,160248
432,184509
433,201983
434,81584
435,79402
436,185886
437,14786
438,211869
439,13142
440,159185
441,625
442,107661
443,17653
444,73486
445,17
446,101378
447,51076
448,87317
449,13858
450,107078
451,151084
452,2746
453,112985
454,163798
455,155860
456,171068
457,216576
458,108537
459,142237
460,178619
461,15014
462,41758
463,162187
464,26576
465,86293
466,184781
467,227194
468,44507
469,192659
470,243890
471,53578
472,146690
473,40567
474,42414
475,129070
476,236712
477,52313
478,126741
479,198606
480,238722
481,177826
482,13259
483,121938
484,53424
485,194451
486,61985
487,172197
488,120204
489,90563
490,208122
491,94780
492,151442
493,197567
494,174950
495,190286
496,173206
497,59380
498,244416
499,101120
500,14935
501,128223
502,73582
503,83008
504,143372
505,132825
506,76729
507,114600
508,167075
509,87607
510,198876
511,230738
512,28609
513,91196
514,109299
515,188977
516,1194
517,212168
518,117037
519,12031
520,129173
521,239824
522,91439
523,92047
524,57947
525,36702
526,180607
527,46929
528,224964
529,42402
530,76569
531,184902
532,183860
533,119941
534,172251
535,165496
536,21516
537,220244
538,131276
539,181849
540,140556
541,78396
542,58843
543,142235
544,18125
545,187967
546,19752
547,151799
548,130746
549,51123
550,39582
551,71661
552,146802
553,241988
554,198495
555,171575
556,194439
557,205637
558,215251
559,233080
560,65557
561,75815
562,228626
563,204671
564,202492
565,205926
566,168367
567,10080
568,232666
569,117730
570,124593
571,121621
572,189001
573,223186
574,63303
575,244498
576,111569
577,241320
578,68626
579,35598
580,200306
581,158832
582,207721
583,163619
584,64889
585,112853
586,153788
587,125552
588,206937
589,159215
590,195830
591,104244
592,47776
593,109354
594,93967
595,32830
596,194896
597,25191
598,168962
599,43001
600,121110
601,183517
602,87970
603,230638
604,11611
605,191472
606,161261
607,120454
608,171949
609,182631
610,40746
611,198651
612,137442
613,196319
614,23818
615,132539
616,43537
617,19676
618,7614
619,109382
620,102387
621,55476
622,244363
623,121760
624,38057
625,218829
626,177893
627,227150
628,133461
629,26032
630,226208
631,128448
632,68222
633,73659
634,135501
635,80114
636,104717
637,203889
638,219774
639,176357
640,243385
641,27449
642,48384
643,206615
644,100596
645,97491
646,190340
647,55056
648,107367
649,118722
650,155352
651,124240
652,114358
