,0
0,141191
1,90078
2,215417
3,54023
4,154463
5,181495
6,241661
7,7412
8,172490
9,61540
10,69413
11,121410
12,62115
13,38268
14,22756
15,203570
16,24075
17,150985
18,168559
19,214307
20,9168
21,54951
22,73188
23,46522
24,238152
25,106302
26,120246
27,34948
28,83924
29,196127
30,181998
31,108022
32,222763
33,15518
34,93284
35,75623
36,36618
37,192665
38,196083
39,180550
40,190540
41,37447
42,235092
43,129699
44,188006
45,6398
46,213043
47,167053
48,198806
49,197337
50,102156
51,56164
52,72555
53,194462
54,182746
55,38614
56,148489
57,107909
58,209296
59,194964
60,243405
61,1478
62,30977
63,150835
64,51138
65,60018
66,96165
67,138582
68,217318
69,143576
70,2309
71,37375
72,170326
73,37593
74,9300
75,51523
76,174387
77,78107
78,157271
79,196998
80,74665
81,22730
82,78845
83,20715
84,102821
85,127377
86,20657
87,151867
88,203735
89,69469
90,189589
91,25877
92,103997
93,124614
94,110866
95,61172
96,117447
97,16415
98,1053
99,80715
100,82959
101,106393
102,100705
103,92593
104,108247
105,156972
106,105978
107,123115
108,114264
109,214519
110,235674
111,237946
112,147235
113,1839
114,136267
115,187004
116,131756
117,159622
118,102881
119,56836
120,36819
121,199251
122,116220
123,41971
124,200641
125,133155
126,6438
127,122531
128,4597
129,66842
130,17636
131,7721
132,12796
133,69172
134,223810
135,199045
136,206214
137,168469
138,5277
139,140521
140,3462
141,687
142,90193
143,211210
144,243073
145,35713
146,50317
147,147593
148,70882
149,32659
150,152266
151,131657
152,238423
153,32273
154,81123
155,215517
156,28008
157,155629
158,179963
159,19558
160,172140
161,160271
162,98641
163,188306
164,182960
165,28176
166,198435
167,97805
168,238898
169,46567
170,229531
171,215548
172,132930
173,120799
174,80276
175,175090
176,197625
177,99953
178,126372
179,118709
180,20425
181,21834
182,122036
183,117639
184,21669
185,82086
186,111948
187,111049
188,8716
189,63281
190,232918
191,31825
192,8808
193,126663
194,30470
195,178395
196,195712
197,204357
198,55561
199,18912
200,53668
201,57432
202,57077
203,143301
204,233918
205,225004
206,3930
207,153576
208,129059
209,22267
210,53216
211,43050
212,62022
213,216823
214,196435
215,216921
216,187851
217,32257
218,96443
219,234293
220,203859
221,176468
222,150902
223,120531
224,165497
225,57484
226,35213
227,205779
228,132026
229,157235
230,14917
231,152505
232,200602
233,75298
234,67575
235,241305
236,56255
237,138501
238,70589
239,189977
240,228033
241,145538
242,89913
243,117709
244,188360
245,89688
246,111876
247,212408
248,235378
249,27590
250,172155
251,119133
252,210469
253,130295
254,171498
255,20024
256,128311
257,195206
258,194082
259,69530
260,240937
261,65968
262,109691
263,54120
264,142784
265,97891
266,30711
267,59456
268,149632
269,100305
270,173485
271,23971
272,154568
273,171776
274,236371
275,211684
276,24261
277,36058
278,47744
279,181441
280,124990
281,24175
282,245186
283,221364
284,116613
285,182259
286,38672
287,35556
288,234550
