,0
0,236854
1,182263
2,12936
3,5732
4,9130
5,89373
6,155543
7,55185
8,35799
9,19889
10,86207
11,117805
12,222599
13,1058
14,245146
15,146261
16,139084
17,97412
18,6803
19,77362
20,181436
21,162920
22,115020
23,164647
24,12543
25,35786
26,116
27,124184
28,242667
29,64623
30,114601
31,7172
32,130631
33,88781
34,199642
35,101902
36,5776
37,54924
38,122193
39,204073
40,143132
41,23972
42,86845
43,103043
44,198659
45,73464
46,98626
47,53404
48,224309
49,38350
50,120977
51,188088
52,55832
53,224754
54,10609
55,32384
56,202834
57,179094
58,184838
59,49992
60,137004
61,63293
62,216890
63,67213
64,14928
65,105418
66,200280
67,161702
68,37986
69,153073
70,154664
71,161360
72,148002
73,47503
74,114132
75,216960
76,26019
77,33974
78,85326
79,42773
80,56326
81,87404
82,23801
83,63115
84,154374
85,51022
86,64599
87,60755
88,44579
89,126512
90,214580
91,28053
92,48029
93,64850
94,171837
95,172676
96,55178
97,216586
98,94533
99,115637
100,91308
101,215930
102,200504
103,158170
104,238232
105,64513
106,64613
107,223612
108,77838
109,131811
110,8459
111,111648
112,143280
113,18691
114,90422
115,143075
116,33769
117,102715
118,188277
119,15272
120,57849
121,118374
122,60938
123,2135
124,194974
125,65272
126,13921
127,101410
128,147269
129,932
130,195408
131,116328
132,73956
133,88400
134,106105
135,53426
136,231951
137,245246
138,144681
139,154484
140,230548
141,12537
142,238588
143,228312
144,173294
145,25586
146,198801
147,580
148,179503
149,18505
150,177415
151,85911
152,241214
153,169107
154,9175
155,133179
156,164177
157,109600
158,79000
159,189165
160,11368
161,89887
162,16085
163,83863
164,19415
165,51955
166,61806
167,49406
168,232687
169,60037
170,28183
171,147717
172,431
173,196373
174,161018
175,129608
176,125755
177,125164
178,116247
179,40506
180,95437
181,126365
182,129026
183,143160
184,141560
185,214956
186,43997
187,103411
188,103452
189,23945
190,244650
191,218274
192,188583
193,174810
194,23587
195,149427
196,208033
197,170561
198,111217
199,74250
200,222062
201,214431
202,60840
203,25601
204,77897
205,238054
206,14797
207,123869
208,185359
209,210276
210,238740
211,162980
212,22830
213,242392
214,188027
215,18674
216,61571
217,138738
218,237379
219,134935
220,161160
221,33727
222,195534
223,195402
224,21594
225,151381
226,31973
227,187732
228,99861
229,2282
230,9348
231,21399
232,86998
233,70988
234,119976
235,52739
236,151042
237,50038
238,2489
239,17778
240,114477
241,15936
242,28574
243,117489
244,61662
245,160973
246,9640
247,149512
248,47742
249,180711
250,223645
251,117760
252,135476
253,61286
254,181857
255,181658
256,127841
257,126734
258,113995
259,204552
260,226338
261,228129
262,149671
263,134926
264,231839
265,116679
266,51760
267,152876
268,40375
269,165667
270,172360
271,177009
272,231522
273,164474
274,109567
275,105646
276,176573
277,41441
278,71765
279,14592
280,202842
281,52030
282,125213
283,105860
284,3910
285,116494
286,154836
287,74142
288,178731
289,182005
290,3100
291,177924
292,193641
293,130798
294,63594
295,14982
296,209213
297,1466
298,98027
299,106426
300,181938
301,229892
302,108956
303,235622
304,52953
305,47664
306,70816
307,181790
308,27887
309,92616
310,11897
311,3307
312,35981
313,169047
314,34600
315,179685
316,45086
317,151622
318,14704
319,174798
320,85332
321,52699
322,61868
323,205173
324,66066
325,67404
326,135664
327,22458
328,196882
329,100845
330,107253
331,36115
332,212335
333,119689
334,79357
335,189708
336,2683
337,130505
338,220687
339,227153
340,135594
341,1917
342,214235
343,150251
344,119488
345,218162
346,217257
347,52207
348,22758
349,221179
350,99141
351,34560
352,186652
353,169276
354,207072
355,209577
356,209571
357,134987
358,142580
359,33471
360,229389
361,157773
362,158307
363,207805
364,69353
365,37676
366,209019
367,106570
368,36913
369,223391
370,154237
371,136390
372,227918
373,202783
374,48405
375,941
376,100036
377,217220
378,813
379,217667
380,78615
381,180861
382,94782
383,25595
384,101064
385,60574
386,149010
387,113523
388,204212
389,128226
390,63028
391,134373
392,181587
393,63162
394,145908
395,45405
396,211591
397,212397
398,48470
399,227638
400,6201
401,68227
402,99064
403,129596
404,236409
405,110343
406,121364
407,109192
408,13234
409,103070
410,202528
411,158586
412,199489
413,5121
414,63317
415,140340
416,131289
417,211385
418,137733
419,226132
420,147528
421,46020
422,197822
423,240702
424,213181
425,96222
426,209201
427,182570
428,151953
429,107972
430,189512
431,160193
432,146686
433,179701
434,143351
435,232833
436,211691
437,244912
438,211045
439,325
440,150594
441,234125
442,82375
443,76892
444,130392
445,24064
446,198244
447,190463
448,151812
449,117635
450,187266
451,83351
452,25499
453,146056
454,41667
455,71103
456,241504
457,143957
458,92826
459,141405
460,106289
461,28704
462,110056
463,210569
464,25553
465,40190
466,9677
467,218682
468,230221
469,24545
470,142087
471,149197
472,4016
473,183041
474,132810
475,82994
476,148186
477,185486
478,208112
479,144560
480,155308
481,233040
482,234114
483,197489
484,179797
485,92921
486,161130
487,149484
488,158
489,215476
490,176199
491,97999
492,190198
493,103062
494,96443
495,106964
496,223378
497,173472
498,97410
499,84739
500,58047
501,242566
502,157297
503,38965
504,94363
505,142370
506,21771
507,190335
508,185715
509,106074
510,241212
511,186308
512,7852
513,230546
514,182274
515,34837
516,152131
517,90722
518,50808
519,224432
520,4543
521,239247
522,70829
523,188096
524,74697
525,83656
526,216273
527,20585
528,104472
529,205776
530,206325
531,165270
532,7548
533,219150
534,51008
535,24626
536,47991
537,6609
538,185748
539,44331
540,141070
541,227411
542,47956
543,231823
544,216118
545,230455
546,214094
547,223769
548,227050
549,62723
550,185082
551,161419
552,244038
553,96111
554,182568
555,49899
556,217186
557,100390
558,177631
559,73423
560,115454
561,86193
562,103500
563,205431
564,137705
565,180856
566,194867
567,230658
568,216563
569,94664
570,239432
571,12036
572,98888
573,153228
574,170629
575,111715
576,85652
577,106062
578,51838
579,115295
580,233998
581,100259
582,150222
583,52032
584,72201
585,144521
586,243351
587,66346
588,55284
589,154936
590,90854
591,15249
592,46163
593,30746
594,187997
595,182700
596,235997
597,105411
598,187350
599,176044
600,159118
601,23091
602,79777
603,73781
604,173655
605,174062
606,68376
607,196051
608,96778
609,11266
610,84437
611,134183
612,114431
613,188405
614,97749
615,15447
616,149053
617,124073
618,89442
619,108550
620,232516
621,204032
622,204930
623,244044
624,135196
625,155370
626,232852
627,29527
628,9768
629,226754
630,69204
631,217497
632,4562
633,245594
634,2908
635,213233
636,93944
637,63018
638,79393
639,55252
640,212382
641,218616
642,214649
643,98890
644,7422
645,230336
646,46985
647,194300
648,29037
649,44741
650,174854
651,20514
652,237572
653,144303
654,223143
655,1853
656,192219
657,195813
658,108416
659,243886
660,120685
661,95823
662,211854
663,58291
664,153456
665,132582
666,32407
667,43495
668,172917
669,82660
670,188439
671,82729
672,210467
673,140451
674,73871
675,183056
676,167174
677,245140
678,142223
679,61463
680,89418
681,1431
682,182731
683,173231
684,91058
685,173160
686,46216
687,47960
688,48558
689,178890
690,287
691,230053
692,31412
693,7021
694,55879
695,225383
696,49256
697,215561
698,222953
699,71652
700,142954
701,49741
702,129450
703,2379
704,147706
705,218444
706,140331
707,54561
708,171350
709,14045
710,224131
711,14747
712,91937
713,48526
714,28659
715,169421
716,86991
717,4557
718,76561
719,123583
720,116272
721,171613
722,133935
723,124757
724,188198
725,52689
726,138539
727,31790
728,68560
729,8489
730,220305
731,122131
732,5164
733,189572
734,80981
735,30359
736,120176
737,86513
738,156579
739,132362
740,220512
741,91860
742,210219
743,96597
744,112680
745,8933
746,212966
747,157834
748,243108
749,59001
750,136720
751,78835
752,228698
753,62470
754,236018
755,146554
756,129200
757,235571
758,77594
759,75695
760,230466
761,62955
762,103435
763,118298
764,98785
765,166907
766,24355
767,180269
768,172941
769,190090
770,141913
