,0
0,230197
1,112693
2,153628
3,165249
4,76846
5,138312
6,40368
7,239742
8,50706
9,85765
10,210905
11,224058
12,230483
13,22773
14,134897
15,67230
16,24454
17,2289
18,145316
19,67181
20,154241
21,85708
22,182722
23,173923
24,193371
25,203823
26,108499
27,132685
28,27209
29,124435
30,119547
31,54432
32,167148
33,204393
34,103513
35,244516
36,140207
37,180721
38,37866
39,103787
40,200577
41,14809
42,170864
43,221946
44,144462
45,150709
46,23794
47,226064
48,166052
49,216152
50,2202
51,155311
52,168188
53,38177
54,177078
55,170340
56,192357
57,85779
58,9606
59,86381
60,151412
61,228853
62,106879
63,100585
64,132558
65,80988
66,87767
67,112642
68,38262
69,143427
70,228038
71,80332
72,226994
73,193582
74,197460
75,35455
76,187824
77,227439
78,14458
79,49712
80,162849
81,157561
82,183524
83,88886
84,139362
85,87163
86,33879
87,26500
88,28679
89,188281
90,207191
91,74010
92,94899
93,138323
94,159807
95,114584
96,16141
97,50070
98,85311
99,33242
100,155422
101,92175
102,39196
103,53148
104,96759
105,164524
106,132569
107,197463
108,116854
109,530
110,245093
111,220600
112,112023
113,14160
114,72489
115,78613
116,219181
117,195844
118,222268
119,92844
120,175627
121,177670
122,111375
123,104384
124,87395
125,96484
126,184521
127,188598
128,230224
129,109318
130,195734
131,8273
132,164727
133,162216
134,184342
135,118321
136,179490
137,85098
138,208245
139,91403
140,100677
141,49462
142,126812
143,47280
144,116859
145,226882
146,155394
147,244542
148,100155
149,42551
150,12844
151,43397
152,32964
153,216493
154,145452
155,5031
156,117167
157,229821
158,209580
159,170827
160,213697
161,39970
162,183091
163,45438
164,28775
165,138183
166,160614
167,20784
168,144284
169,92294
170,233331
171,190414
172,59376
173,216876
174,202231
175,134677
176,133366
177,124431
178,214894
179,227482
180,68897
181,64407
182,39313
183,211402
184,23802
185,11059
186,12012
187,68454
188,122540
189,118228
190,6356
191,3903
192,102364
193,9933
194,128186
195,167639
196,235540
197,141024
198,53140
199,118024
200,12785
201,156293
202,60237
203,73780
204,206542
205,16208
206,149189
207,71993
208,221036
209,137819
210,36731
211,241312
212,113221
213,243050
214,61798
215,30497
216,202907
217,92823
218,17835
219,98065
220,131953
221,98471
222,16190
223,103501
224,205467
225,195146
226,68049
227,120739
228,130589
229,45985
230,213182
231,201859
232,214297
233,76907
234,100013
235,120953
236,31227
237,98954
238,41912
239,125143
240,113255
241,100927
242,100783
243,31716
244,225745
245,124738
246,14790
247,60119
248,12336
249,33700
250,27442
251,203922
252,203932
253,26529
254,136705
255,110590
256,69305
257,159491
258,148842
259,15273
260,147746
261,60247
262,208588
263,140204
264,130350
265,156051
266,45881
267,116557
268,55782
269,233176
270,94556
271,86546
272,136879
273,64983
274,118593
275,235425
276,136619
277,174519
278,245713
279,160024
280,20772
281,169353
282,111052
283,130725
284,219370
285,73541
286,207070
287,68055
288,147254
289,145421
290,96719
291,176125
292,137224
293,147137
294,26135
295,94702
296,126635
297,31175
298,150233
299,183602
300,209069
301,226179
302,99305
303,90622
304,88531
305,178734
306,175195
307,88452
308,204087
309,203475
310,232311
311,243285
312,31532
313,50994
314,15048
315,103478
316,64770
317,26476
318,65104
319,184760
320,57024
321,156163
322,233297
323,119362
324,31449
325,216702
326,131906
327,71584
328,187166
329,163440
330,138172
331,36947
332,190577
333,53922
334,86349
335,155189
336,76813
337,200547
338,64281
339,105466
340,54034
341,38158
342,179714
343,177570
344,218545
345,220347
346,234883
347,184665
348,102864
349,179673
350,140815
351,239959
352,66946
353,55709
354,179376
355,63835
356,111661
357,58024
358,135238
359,160777
360,241977
361,112201
362,54209
363,17986
364,20123
365,119929
366,5093
367,110729
368,181893
369,30796
370,65949
371,16282
372,230786
373,60100
374,179686
375,150204
376,114427
377,140977
378,198520
379,196186
380,166777
381,52612
382,129854
383,50466
384,172936
385,17513
386,38381
387,23592
388,186501
389,182630
390,125122
391,176138
392,133765
393,205252
394,27415
395,122249
396,63086
397,18455
398,105598
399,62011
400,51635
401,205275
402,15832
403,203676
404,186599
405,101079
406,215818
407,26064
408,152941
409,214521
410,173731
411,244638
412,147008
413,114832
414,27716
415,56050
416,131589
417,221888
418,92014
419,65537
420,28030
421,226602
422,60156
423,11017
424,225912
425,215996
426,211093
427,79263
428,173598
429,68275
430,179753
431,30122
432,99902
433,60478
434,122226
435,133734
436,228944
437,26942
438,79033
439,175227
440,11122
441,176082
442,232928
443,152386
444,46000
445,88230
446,27796
447,169570
448,225861
449,174109
450,145605
451,200066
452,226454
453,88056
454,233291
455,79872
456,240843
457,135756
458,157017
459,156615
460,176159
461,224043
462,181829
463,123226
464,173367
465,131269
466,98105
467,208231
468,34720
469,39584
470,116797
471,235014
472,124796
473,12076
474,132700
475,186266
476,197185
477,24880
478,76344
479,34532
480,216202
481,185348
482,117728
483,231385
484,92442
485,83436
486,179870
487,127008
488,129587
489,151459
490,220922
491,166098
492,122526
493,189926
494,47044
495,10332
496,96288
497,218579
498,206748
499,205543
500,143723
501,74573
502,244784
503,178420
504,232190
505,210041
506,154303
507,197496
508,141387
509,240870
510,58993
511,154243
512,233827
513,15841
514,41952
515,48329
516,43425
517,99752
518,13238
519,135721
520,189860
521,163114
522,185725
523,121097
524,197435
525,237910
526,190732
527,133528
528,202159
529,50791
530,125259
531,144110
532,36191
533,61921
534,117610
535,173453
536,109359
537,71557
538,197734
539,222568
540,104707
541,234418
542,106627
543,133375
544,17292
545,76888
546,68840
547,89347
548,54385
549,51601
550,121932
551,125852
552,43848
553,187358
554,155126
555,35339
556,161571
557,141064
558,245363
559,56146
560,61490
561,158335
562,17062
563,140494
564,63044
565,14687
566,36192
567,90356
568,196365
569,16772
570,61846
571,42290
572,64063
573,184238
574,233976
575,134411
576,2364
577,55397
578,24105
579,112153
580,178099
581,154066
582,130446
583,32368
584,127118
585,75018
586,130658
587,241646
588,144492
589,96167
590,211134
591,198679
592,226902
593,132328
594,41085
595,139771
596,37133
597,105536
598,20831
599,162700
600,118735
601,241229
602,31440
603,63845
604,110809
605,5149
606,65160
607,171829
608,119297
609,57236
610,223565
611,39951
612,130811
613,23770
614,114086
615,91336
616,145272
617,135078
618,81628
619,77258
620,226519
621,240648
622,108765
623,83939
624,89363
625,29626
626,195898
627,35736
628,110586
629,223590
630,119688
631,69503
632,234877
633,12979
634,11347
635,4918
636,53971
637,211208
638,76573
639,158432
640,8349
641,107330
642,175764
643,3321
644,149725
645,161392
646,59985
647,34745
648,201621
649,17955
650,233858
651,79522
652,192458
653,178515
654,96028
655,80634
656,177194
657,161959
658,47342
659,121948
660,40799
661,231868
662,109764
663,97052
664,156036
665,71130
666,77741
667,29203
668,120198
669,31142
670,60031
671,2283
672,119647
673,3985
674,133837
675,113207
676,49687
677,129186
678,53403
679,164178
680,129435
681,220486
682,106514
683,143295
684,86508
685,233610
686,34689
687,196064
688,223691
689,222066
690,245488
691,143694
692,189891
693,228556
694,245515
695,63182
696,88557
697,162282
698,9609
699,9670
700,223577
701,64395
702,241459
703,62349
704,89660
705,187129
706,1926
707,239530
708,185514
709,146847
710,154349
711,224805
712,242593
713,93262
714,1590
715,217421
716,211323
717,30544
718,229693
719,84248
720,19888
721,128588
722,223506
723,145688
724,185688
725,52789
726,17913
727,196772
728,64689
729,58281
730,85153
731,139648
732,147897
733,207375
734,63916
735,211710
736,168893
737,50325
738,8905
739,33910
740,153321
741,76051
742,72645
