,0
0,197764
1,107907
2,151655
3,244581
4,101947
5,80569
6,116451
7,223896
8,5912
9,188571
10,101590
11,152023
12,107173
13,196326
14,7652
15,70436
16,82300
17,117441
18,105312
19,10275
20,205474
21,68960
22,22281
23,27367
24,195108
25,96467
26,131874
27,240403
28,219233
29,184746
30,11428
31,181649
32,135951
33,35943
34,59963
35,171421
36,73997
37,51479
38,153686
39,181020
40,146636
41,102672
42,82571
43,41678
44,232032
45,222853
46,126046
47,16991
48,188941
49,13230
50,230613
51,239480
52,231153
53,48180
54,215108
55,27323
56,176339
57,7629
58,146606
59,214940
60,76257
61,121369
62,27942
63,56307
64,152883
65,227872
66,234436
67,140686
68,66227
69,146424
70,174714
71,142278
72,227855
73,21258
74,235408
75,24564
76,43120
77,24593
78,184305
79,162934
80,218994
81,77344
82,241152
83,23152
84,68502
85,306
86,11829
87,24102
88,124713
89,65457
90,181916
91,182406
92,120743
93,77749
94,128561
95,60120
96,122550
97,103960
98,103101
99,23593
100,208588
101,38657
102,85190
103,193842
104,230872
105,102618
106,139324
107,236789
108,233132
109,8047
110,10499
111,219617
112,167040
113,103182
114,214238
115,197674
116,126451
117,136081
118,236816
119,39626
120,102982
121,81036
122,41963
123,103660
124,14022
125,194258
126,116708
127,17388
128,10745
129,191589
130,123991
131,160285
132,43224
133,46246
134,241723
135,212377
136,26080
137,132066
138,51496
139,97865
140,44778
141,220513
142,92317
143,107246
144,131647
145,28024
146,70004
147,207115
148,48109
149,232676
150,84193
151,172368
152,112374
153,85288
154,97667
155,151563
156,110290
157,184112
158,87542
159,109344
160,16462
161,39033
162,112066
163,30636
164,13656
165,170529
166,8927
167,95188
168,198881
169,17920
170,173338
171,191768
172,112442
173,44097
174,20350
175,144517
176,114453
177,161063
178,168081
179,242894
180,215851
181,163980
182,33605
183,193048
184,227294
185,163660
186,69886
187,197704
188,232934
189,27625
190,106222
191,161425
192,216127
193,170592
194,8798
195,49660
196,151605
197,27633
198,4475
199,76353
200,18939
201,217722
202,51822
203,219337
204,80156
205,168482
206,44265
207,147766
208,157280
209,119467
210,38130
211,171928
212,102930
213,43989
214,13391
215,196101
216,126286
217,229944
218,244218
219,173998
220,69395
221,28251
222,87392
223,142915
224,17030
225,188608
226,54749
227,94979
228,20718
229,37285
230,144119
231,152923
232,48596
233,40976
234,60774
235,151969
236,189109
237,86489
238,79981
239,184743
240,172454
241,214063
242,186514
243,79260
244,30845
245,180500
246,122296
247,3640
248,188895
249,118720
250,66690
251,30357
252,143529
253,237227
254,65198
255,22347
256,2221
257,186891
258,225705
259,32447
260,220810
261,119189
262,4681
263,56297
264,186143
265,234964
266,5163
267,22629
268,181994
269,150368
270,197057
271,118965
272,232000
273,4610
274,24161
275,31773
276,233477
277,50143
278,132605
279,115522
280,171286
281,186191
282,232814
283,109885
284,57393
285,130370
286,205173
287,243742
288,47673
289,23689
290,228303
291,72252
292,132292
293,164343
294,188364
295,30550
296,178835
297,230625
298,193994
299,230320
300,176813
301,244998
302,31220
303,84320
304,194065
305,48351
306,85294
307,110208
308,31505
309,240322
310,179382
311,60006
312,110013
313,34507
314,187857
315,240222
316,232612
317,64961
318,29189
319,225211
320,243027
321,128356
322,207267
323,219107
324,117202
325,216877
326,147098
327,130817
328,18987
329,217673
330,33142
331,177933
332,159685
333,47353
334,208273
335,122719
336,16835
337,52588
338,184374
339,12130
340,22651
341,46846
342,83475
343,56327
344,129010
345,40586
346,235684
347,66765
348,66182
349,129117
350,211344
351,114257
352,45276
353,220475
354,81536
355,97537
356,216311
357,186410
358,92033
359,94136
360,90461
361,74833
362,114315
363,203337
364,64644
365,147179
366,124772
367,49111
368,6956
369,134542
370,109210
371,242546
372,103331
373,144827
374,30043
375,162305
376,212800
377,114541
378,10850
379,202489
380,188969
381,27012
382,56613
383,51389
384,239944
385,207741
386,116810
387,146645
388,199599
389,102854
390,191685
391,111508
392,28786
393,145246
394,78666
395,15674
396,41983
397,206309
398,60190
399,184445
400,128847
401,28172
402,172195
403,53081
404,210358
405,184773
406,5169
407,104366
408,76605
409,94291
410,21327
411,13115
412,145156
413,51125
414,112408
415,7524
416,205254
417,59759
418,209735
419,55626
420,243787
421,84678
422,60065
423,99773
424,119447
425,54099
426,138159
427,125089
428,16749
429,64513
430,53041
431,211324
432,174311
433,190882
434,50892
435,14465
436,229833
437,64577
438,208172
439,38558
440,180743
441,158542
442,98210
443,155626
444,73080
445,18591
446,175228
447,38849
448,95145
449,157600
450,242084
451,1971
452,158438
453,198550
454,125950
455,219565
456,157475
457,200925
458,108893
459,145206
460,113628
461,219262
462,56665
463,81594
464,88781
465,49624
466,147922
467,236762
468,78323
469,153203
470,52761
471,47743
472,172131
473,65684
474,23909
475,134974
